,ENTIDAD,AÃ±o,Mes,Temperatura_promedio,Temperatura_maxima,Temperatura_minima
1146,Sondorillo,2005,SEPTIEMBRE,30.550,36.845,24.255
1147,Ayabaca,2005,SEPTIEMBRE,29.541,38.249,20.832
1148,Frías,2005,SEPTIEMBRE,29.034,34.099,23.968
1149,Jililí,2005,SEPTIEMBRE,28.409,34.203,22.615
1150,Lagunas,2005,SEPTIEMBRE,14.643,23.289,5.998
1151,Montero,2005,SEPTIEMBRE,25.571,31.292,19.850
1152,Pacaipampa,2005,SEPTIEMBRE,28.217,34.076,22.359
1153,Paimas,2005,SEPTIEMBRE,18.460,26.181,10.740
1154,Sapillica,2005,SEPTIEMBRE,23.373,30.096,16.651
1155,Paita,2005,OCTUBRE,17.605,26.303,8.907
1156,Amotape,2005,OCTUBRE,20.694,27.760,13.628
1157,Colán,2005,OCTUBRE,23.931,31.577,16.286
1158,El Arenal,2005,OCTUBRE,25.077,30.658,19.496
1159,La Huaca,2005,OCTUBRE,22.304,30.236,14.372
1160,Tamarindo,2005,OCTUBRE,26.912,32.145,21.679
1161,Vichayal,2005,OCTUBRE,23.137,28.810,17.463
1162,Chulucanas,2005,OCTUBRE,19.737,28.165,11.308
1163,Buenos Aires,2005,OCTUBRE,15.533,21.998,9.068
1164,Chalaco,2005,OCTUBRE,19.522,28.090,10.955
1165,La Matanza,2005,OCTUBRE,18.336,26.481,10.190
1166,Morropón,2005,OCTUBRE,24.853,31.427,18.278
1167,Salitral,2005,OCTUBRE,18.085,23.548,12.622
1168,San Juan de Bigote,2005,OCTUBRE,21.005,28.513,13.497
1169,Santa Catalina de Mossa,2005,OCTUBRE,15.596,22.554,8.639
1170,Santo Domingo,2005,OCTUBRE,21.174,27.881,14.468
1171,Yamango,2005,OCTUBRE,19.535,25.898,13.172
1172,Huancabamba,2005,OCTUBRE,27.238,32.975,21.500
1173,Canchaque,2005,OCTUBRE,16.510,23.782,9.237
1174,El Carmen de la Frontera,2005,OCTUBRE,24.849,30.454,19.243
1175,Huarmaca,2005,OCTUBRE,18.868,24.537,13.200
1176,Lalaquiz,2005,OCTUBRE,19.009,25.279,12.740
1177,San Miguel de El Faique,2005,OCTUBRE,25.641,30.965,20.317
1178,Sondor,2005,OCTUBRE,21.064,27.680,14.449
1179,Sondorillo,2005,OCTUBRE,27.609,35.085,20.133
1180,Ayabaca,2005,OCTUBRE,24.526,33.919,15.132
1181,Frías,2005,OCTUBRE,27.224,31.663,22.784
1182,Jililí,2005,OCTUBRE,25.351,30.418,20.284
1183,Lagunas,2005,OCTUBRE,13.826,22.581,5.071
1184,Montero,2005,OCTUBRE,25.145,29.790,20.500
1185,Pacaipampa,2005,OCTUBRE,25.778,30.960,20.595
1186,Paimas,2005,OCTUBRE,17.014,25.157,8.871
1187,Sapillica,2005,OCTUBRE,21.646,28.353,14.940
1188,Paita,2005,NOVIEMBRE,14.850,25.009,4.692
1189,Amotape,2005,NOVIEMBRE,17.962,25.131,10.793
1190,Colán,2005,NOVIEMBRE,21.129,29.905,12.352
1191,El Arenal,2005,NOVIEMBRE,23.534,29.712,17.356
1192,La Huaca,2005,NOVIEMBRE,16.887,26.027,7.746
1193,Tamarindo,2005,NOVIEMBRE,26.087,32.563,19.611
1194,Vichayal,2005,NOVIEMBRE,22.519,28.907,16.132
1195,Chulucanas,2005,NOVIEMBRE,14.614,24.831,4.397
1196,Buenos Aires,2005,NOVIEMBRE,14.134,21.907,6.362
1197,Chalaco,2005,NOVIEMBRE,14.817,24.749,4.886
1198,La Matanza,2005,NOVIEMBRE,16.154,25.568,6.741
1199,Morropón,2005,NOVIEMBRE,24.325,31.793,16.858
1200,Salitral,2005,NOVIEMBRE,14.727,21.219,8.235
1201,San Juan de Bigote,2005,NOVIEMBRE,18.490,28.028,8.951
1202,Santa Catalina de Mossa,2005,NOVIEMBRE,13.990,22.443,5.537
1203,Santo Domingo,2005,NOVIEMBRE,18.000,27.132,8.869
1204,Yamango,2005,NOVIEMBRE,18.682,25.998,11.366
1205,Huancabamba,2005,NOVIEMBRE,24.718,32.856,16.580
1206,Canchaque,2005,NOVIEMBRE,13.727,21.698,5.756
1207,El Carmen de la Frontera,2005,NOVIEMBRE,23.323,29.542,17.104
1208,Huarmaca,2005,NOVIEMBRE,16.782,23.154,10.410
1209,Lalaquiz,2005,NOVIEMBRE,16.682,24.298,9.066
1210,San Miguel de El Faique,2005,NOVIEMBRE,24.400,30.243,18.557
1211,Sondor,2005,NOVIEMBRE,17.701,25.577,9.825
1212,Sondorillo,2005,NOVIEMBRE,23.941,33.664,14.217
1213,Ayabaca,2005,NOVIEMBRE,19.938,30.877,8.999
1214,Frías,2005,NOVIEMBRE,25.589,30.152,21.025
1215,Jililí,2005,NOVIEMBRE,21.711,28.299,15.123
1216,Lagunas,2005,NOVIEMBRE,12.450,22.545,2.355
1217,Montero,2005,NOVIEMBRE,21.249,26.806,15.692
1218,Pacaipampa,2005,NOVIEMBRE,24.249,29.830,18.669
1219,Paimas,2005,NOVIEMBRE,13.701,23.414,3.989
1220,Sapillica,2005,NOVIEMBRE,19.096,26.996,11.195
1221,Paita,2005,DICIEMBRE,13.092,23.138,3.046
1222,Amotape,2005,DICIEMBRE,14.058,21.174,6.942
1223,Colán,2005,DICIEMBRE,18.036,27.019,9.054
1224,El Arenal,2005,DICIEMBRE,23.364,29.524,17.204
1225,La Huaca,2005,DICIEMBRE,13.845,23.202,4.488
1226,Tamarindo,2005,DICIEMBRE,24.989,31.721,18.258
1227,Vichayal,2005,DICIEMBRE,22.471,29.107,15.836
1228,Chulucanas,2005,DICIEMBRE,11.305,20.903,1.707
1229,Buenos Aires,2005,DICIEMBRE,14.080,22.180,5.980
1230,Chalaco,2005,DICIEMBRE,12.306,22.033,2.580
1231,La Matanza,2005,DICIEMBRE,15.027,24.740,5.314
1232,Morropón,2005,DICIEMBRE,22.584,30.667,14.500
1233,Salitral,2005,DICIEMBRE,14.839,22.017,7.661
1234,San Juan de Bigote,2005,DICIEMBRE,16.579,26.340,6.818
1235,Santa Catalina de Mossa,2005,DICIEMBRE,13.383,21.979,4.788
1236,Santo Domingo,2005,DICIEMBRE,17.967,27.059,8.875
1237,Yamango,2005,DICIEMBRE,17.716,25.440,9.992
1238,Huancabamba,2005,DICIEMBRE,21.759,30.528,12.990
1239,Canchaque,2005,DICIEMBRE,11.933,19.635,4.230
1240,El Carmen de la Frontera,2005,DICIEMBRE,22.920,29.622,16.218
1241,Huarmaca,2005,DICIEMBRE,16.251,23.014,9.488
1242,Lalaquiz,2005,DICIEMBRE,16.192,23.858,8.527
1243,San Miguel de El Faique,2005,DICIEMBRE,23.538,29.790,17.286
1244,Sondor,2005,DICIEMBRE,16.231,24.066,8.396
1245,Sondorillo,2005,DICIEMBRE,20.045,29.766,10.325
1246,Ayabaca,2005,DICIEMBRE,17.492,27.583,7.401
1247,Frías,2005,DICIEMBRE,25.026,29.412,20.640
1248,Jililí,2005,DICIEMBRE,19.170,25.053,13.288
1249,Lagunas,2005,DICIEMBRE,11.608,21.647,1.569
1250,Montero,2005,DICIEMBRE,19.219,24.255,14.183
1251,Pacaipampa,2005,DICIEMBRE,23.803,29.809,17.797
1252,Paimas,2005,DICIEMBRE,11.803,20.894,2.713
1253,Sapillica,2005,DICIEMBRE,17.582,25.537,9.628
1254,Paita,2005,ANUAL,17.315,26.479,8.152
1255,Amotape,2005,ANUAL,19.689,26.795,12.583
1256,Colán,2005,ANUAL,22.357,30.602,14.112
1257,El Arenal,2005,ANUAL,26.067,32.870,19.264
1258,La Huaca,2005,ANUAL,21.410,29.962,12.858
1259,Tamarindo,2005,ANUAL,26.507,32.736,20.278
1260,Vichayal,2005,ANUAL,23.956,30.462,17.449
1261,Chulucanas,2005,ANUAL,18.472,27.114,9.830
1262,Buenos Aires,2005,ANUAL,16.130,23.748,8.511
1263,Chalaco,2005,ANUAL,18.578,27.542,9.615
1264,La Matanza,2005,ANUAL,18.535,27.299,9.772
1265,Morropón,2005,ANUAL,25.370,32.703,18.036
1266,Salitral,2005,ANUAL,18.339,25.406,11.273
1267,San Juan de Bigote,2005,ANUAL,20.412,29.072,11.751
1268,Santa Catalina de Mossa,2005,ANUAL,15.910,23.952,7.868
1269,Santo Domingo,2005,ANUAL,20.664,28.784,12.544
1270,Yamango,2005,ANUAL,20.502,27.989,13.015
1271,Huancabamba,2005,ANUAL,25.487,33.087,17.888
1272,Canchaque,2005,ANUAL,16.114,24.271,7.957
1273,El Carmen de la Frontera,2005,ANUAL,24.862,31.139,18.584
1274,Huarmaca,2005,ANUAL,18.435,24.692,12.179
1275,Lalaquiz,2005,ANUAL,19.461,26.804,12.117
1276,San Miguel de El Faique,2005,ANUAL,25.965,32.324,19.606
1277,Sondor,2005,ANUAL,21.108,28.767,13.450
1278,Sondorillo,2005,ANUAL,25.290,33.401,17.179
1279,Ayabaca,2005,ANUAL,22.892,32.176,13.608
1280,Frías,2005,ANUAL,27.899,33.388,22.409
1281,Jililí,2005,ANUAL,24.955,30.967,18.943
1282,Lagunas,2005,ANUAL,14.390,23.782,4.998
1283,Montero,2005,ANUAL,24.458,30.375,18.541
1284,Pacaipampa,2005,ANUAL,26.586,33.101,20.070
1285,Paimas,2005,ANUAL,16.419,25.172,7.666
1286,Sapillica,2005,ANUAL,21.392,28.968,13.816
1287,Paita,2006,ENERO,13.129,24.115,2.143
1288,Amotape,2006,ENERO,13.847,21.143,6.552
1289,Colán,2006,ENERO,17.787,25.508,10.067
1290,El Arenal,2006,ENERO,23.361,29.165,17.558
1291,La Huaca,2006,ENERO,14.282,22.967,5.597
1292,Tamarindo,2006,ENERO,25.189,32.388,17.990
1293,Vichayal,2006,ENERO,24.176,30.429,17.924
1294,Chulucanas,2006,ENERO,11.425,21.177,1.673
1295,Buenos Aires,2006,ENERO,14.209,21.784,6.633
1296,Chalaco,2006,ENERO,11.798,22.158,1.438
1297,La Matanza,2006,ENERO,15.524,25.066,5.983
1298,Morropón,2006,ENERO,24.280,32.217,16.344
1299,Salitral,2006,ENERO,14.017,22.306,5.728
1300,San Juan de Bigote,2006,ENERO,16.389,26.268,6.510
1301,Santa Catalina de Mossa,2006,ENERO,11.708,21.137,2.278
1302,Santo Domingo,2006,ENERO,17.323,27.174,7.472
1303,Yamango,2006,ENERO,19.118,28.447,9.789
1304,Huancabamba,2006,ENERO,21.804,31.559,12.049
1305,Canchaque,2006,ENERO,15.622,24.713,6.530
1306,El Carmen de la Frontera,2006,ENERO,22.631,29.318,15.945
1307,Huarmaca,2006,ENERO,15.305,22.594,8.017
1308,Lalaquiz,2006,ENERO,15.375,23.606,7.144
1309,San Miguel de El Faique,2006,ENERO,24.288,29.153,19.424
1310,Sondor,2006,ENERO,17.262,25.983,8.542
1311,Sondorillo,2006,ENERO,19.932,29.549,10.314
1312,Ayabaca,2006,ENERO,14.780,24.607,4.953
1313,Frías,2006,ENERO,24.275,28.702,19.847
1314,Jililí,2006,ENERO,18.653,26.174,11.133
1315,Lagunas,2006,ENERO,11.187,21.222,1.152
1316,Montero,2006,ENERO,19.708,25.142,14.275
1317,Pacaipampa,2006,ENERO,23.280,29.525,17.035
1318,Paimas,2006,ENERO,12.629,22.739,2.519
1319,Sapillica,2006,ENERO,17.634,25.876,9.392
1320,Paita,2006,FEBRERO,16.003,26.869,5.137
1321,Amotape,2006,FEBRERO,14.875,22.023,7.727
1322,Colán,2006,FEBRERO,19.182,26.840,11.523
1323,El Arenal,2006,FEBRERO,23.636,29.890,17.382
1324,La Huaca,2006,FEBRERO,15.500,23.805,7.195
1325,Tamarindo,2006,FEBRERO,25.147,32.629,17.666
1326,Vichayal,2006,FEBRERO,23.861,31.029,16.694
1327,Chulucanas,2006,FEBRERO,14.359,23.712,5.005
1328,Buenos Aires,2006,FEBRERO,16.737,24.144,9.331
1329,Chalaco,2006,FEBRERO,15.176,25.557,4.795
1330,La Matanza,2006,FEBRERO,18.101,27.404,8.798
1331,Morropón,2006,FEBRERO,25.635,33.391,17.879
1332,Salitral,2006,FEBRERO,16.136,24.405,7.867
1333,San Juan de Bigote,2006,FEBRERO,20.023,29.494,10.552
1334,Santa Catalina de Mossa,2006,FEBRERO,13.794,22.945,4.644
1335,Santo Domingo,2006,FEBRERO,19.742,29.053,10.430
1336,Yamango,2006,FEBRERO,21.280,29.915,12.645
1337,Huancabamba,2006,FEBRERO,23.460,33.067,13.852
1338,Canchaque,2006,FEBRERO,16.365,24.422,8.308
1339,El Carmen de la Frontera,2006,FEBRERO,23.300,30.304,16.297
1340,Huarmaca,2006,FEBRERO,16.287,25.086,7.488
1341,Lalaquiz,2006,FEBRERO,17.728,25.926,9.530
1342,San Miguel de El Faique,2006,FEBRERO,24.150,29.259,19.042
1343,Sondor,2006,FEBRERO,19.263,27.717,10.810
1344,Sondorillo,2006,FEBRERO,21.852,31.626,12.079
1345,Ayabaca,2006,FEBRERO,17.194,26.385,8.003
1346,Frías,2006,FEBRERO,24.506,29.279,19.733
1347,Jililí,2006,FEBRERO,19.337,26.477,12.196
1348,Lagunas,2006,FEBRERO,12.546,22.788,2.304
1349,Montero,2006,FEBRERO,20.596,26.106,15.086
1350,Pacaipampa,2006,FEBRERO,23.677,30.181,17.173
1351,Paimas,2006,FEBRERO,15.591,25.790,5.391
1352,Sapillica,2006,FEBRERO,19.220,27.422,11.018
1353,Paita,2006,MARZO,17.707,28.824,6.590
1354,Amotape,2006,MARZO,13.519,19.918,7.121
1355,Colán,2006,MARZO,19.052,26.987,11.118
1356,El Arenal,2006,MARZO,26.195,33.378,19.013
1357,La Huaca,2006,MARZO,19.986,27.962,12.010
1358,Tamarindo,2006,MARZO,24.798,31.913,17.683
1359,Vichayal,2006,MARZO,24.716,31.152,18.280
1360,Chulucanas,2006,MARZO,15.655,25.247,6.063
1361,Buenos Aires,2006,MARZO,17.604,26.250,8.958
1362,Chalaco,2006,MARZO,17.174,27.688,6.659
1363,La Matanza,2006,MARZO,19.936,29.721,10.151
1364,Morropón,2006,MARZO,26.594,34.753,18.434
1365,Salitral,2006,MARZO,16.631,26.204,7.059
1366,San Juan de Bigote,2006,MARZO,21.214,31.038,11.389
1367,Santa Catalina de Mossa,2006,MARZO,16.166,25.947,6.384
1368,Santo Domingo,2006,MARZO,20.864,30.709,11.020
1369,Yamango,2006,MARZO,23.354,32.453,14.255
1370,Huancabamba,2006,MARZO,23.827,33.533,14.121
1371,Canchaque,2006,MARZO,21.965,29.811,14.119
1372,El Carmen de la Frontera,2006,MARZO,25.353,32.976,17.731
1373,Huarmaca,2006,MARZO,16.272,25.327,7.218
1374,Lalaquiz,2006,MARZO,19.533,28.348,10.717
1375,San Miguel de El Faique,2006,MARZO,25.670,31.080,20.260
1376,Sondor,2006,MARZO,22.523,31.237,13.809
1377,Sondorillo,2006,MARZO,21.977,32.067,11.886
1378,Ayabaca,2006,MARZO,17.720,26.998,8.442
1379,Frías,2006,MARZO,27.374,33.259,21.489
1380,Jililí,2006,MARZO,24.012,30.717,17.307
1381,Lagunas,2006,MARZO,14.239,24.011,4.466
1382,Montero,2006,MARZO,23.321,29.661,16.981
1383,Pacaipampa,2006,MARZO,25.469,33.214,17.724
1384,Paimas,2006,MARZO,17.184,27.776,6.591
1385,Sapillica,2006,MARZO,20.863,29.380,12.345
1386,Paita,2006,ABRIL,21.079,32.200,9.958
1387,Amotape,2006,ABRIL,16.828,23.707,9.949
1388,Colán,2006,ABRIL,21.913,30.089,13.737
1389,El Arenal,2006,ABRIL,28.339,35.461,21.218
1390,La Huaca,2006,ABRIL,24.567,32.637,16.497
1391,Tamarindo,2006,ABRIL,25.747,32.645,18.850
1392,Vichayal,2006,ABRIL,27.111,34.612,19.610
1393,Chulucanas,2006,ABRIL,20.110,29.990,10.231
1394,Buenos Aires,2006,ABRIL,19.736,27.535,11.937
1395,Chalaco,2006,ABRIL,21.153,32.021,10.285
1396,La Matanza,2006,ABRIL,22.767,32.675,12.859
1397,Morropón,2006,ABRIL,28.279,36.424,20.134
1398,Salitral,2006,ABRIL,18.523,27.623,9.422
1399,San Juan de Bigote,2006,ABRIL,23.628,33.649,13.608
1400,Santa Catalina de Mossa,2006,ABRIL,17.795,26.923,8.667
1401,Santo Domingo,2006,ABRIL,23.175,33.000,13.351
1402,Yamango,2006,ABRIL,24.811,34.051,15.571
1403,Huancabamba,2006,ABRIL,26.323,36.412,16.234
1404,Canchaque,2006,ABRIL,25.646,33.937,17.356
1405,El Carmen de la Frontera,2006,ABRIL,27.205,34.617,19.792
1406,Huarmaca,2006,ABRIL,19.063,28.742,9.384
1407,Lalaquiz,2006,ABRIL,22.469,31.312,13.625
1408,San Miguel de El Faique,2006,ABRIL,27.803,32.900,22.706
1409,Sondor,2006,ABRIL,26.273,35.476,17.070
1410,Sondorillo,2006,ABRIL,24.771,35.044,14.498
1411,Ayabaca,2006,ABRIL,21.220,31.295,11.146
1412,Frías,2006,ABRIL,29.084,35.487,22.682
1413,Jililí,2006,ABRIL,27.287,34.372,20.201
1414,Lagunas,2006,ABRIL,16.224,26.619,5.830
1415,Montero,2006,ABRIL,25.569,32.466,18.673
1416,Pacaipampa,2006,ABRIL,28.273,36.382,20.163
1417,Paimas,2006,ABRIL,20.777,31.637,9.917
1418,Sapillica,2006,ABRIL,23.548,32.248,14.849
1419,Paita,2006,MAYO,21.395,31.072,11.719
1420,Amotape,2006,MAYO,21.322,28.628,14.016
1421,Colán,2006,MAYO,24.312,32.272,16.353
1422,El Arenal,2006,MAYO,28.743,35.366,22.121
1423,La Huaca,2006,MAYO,25.876,33.871,17.881
1424,Tamarindo,2006,MAYO,26.774,33.375,20.173
1425,Vichayal,2006,MAYO,27.063,33.310,20.815
1426,Chulucanas,2006,MAYO,22.998,32.586,13.410
1427,Buenos Aires,2006,MAYO,18.917,25.419,12.415
1428,Chalaco,2006,MAYO,21.965,31.787,12.143
1429,La Matanza,2006,MAYO,22.376,30.956,13.795
1430,Morropón,2006,MAYO,28.276,35.436,21.116
1431,Salitral,2006,MAYO,18.964,26.430,11.498
1432,San Juan de Bigote,2006,MAYO,23.558,32.541,14.576
1433,Santa Catalina de Mossa,2006,MAYO,17.593,25.113,10.074
1434,Santo Domingo,2006,MAYO,23.597,32.191,15.003
1435,Yamango,2006,MAYO,24.677,32.447,16.907
1436,Huancabamba,2006,MAYO,28.046,36.939,19.154
1437,Canchaque,2006,MAYO,24.869,32.825,16.914
1438,El Carmen de la Frontera,2006,MAYO,27.344,33.678,21.009
1439,Huarmaca,2006,MAYO,19.052,26.580,11.524
1440,Lalaquiz,2006,MAYO,21.970,29.750,14.190
1441,San Miguel de El Faique,2006,MAYO,28.688,33.063,24.314
1442,Sondor,2006,MAYO,26.338,34.545,18.131
1443,Sondorillo,2006,MAYO,27.240,36.843,17.638
1444,Ayabaca,2006,MAYO,25.462,35.683,15.242
1445,Frías,2006,MAYO,29.250,34.834,23.666
1446,Jililí,2006,MAYO,27.792,34.321,21.263
1447,Lagunas,2006,MAYO,16.014,23.795,8.233
1448,Montero,2006,MAYO,26.419,32.672,20.166
1449,Pacaipampa,2006,MAYO,28.672,35.593,21.750
1450,Paimas,2006,MAYO,20.476,29.587,11.365
1451,Sapillica,2006,MAYO,24.251,31.985,16.518
1452,Paita,2006,JUNIO,21.672,30.068,13.277
1453,Amotape,2006,JUNIO,26.104,33.522,18.687
1454,Colán,2006,JUNIO,28.117,35.331,20.903
1455,El Arenal,2006,JUNIO,27.789,33.403,22.175
1456,La Huaca,2006,JUNIO,28.427,35.958,20.896
1457,Tamarindo,2006,JUNIO,29.017,34.358,23.677
1458,Vichayal,2006,JUNIO,25.854,31.223,20.485
1459,Chulucanas,2006,JUNIO,25.009,33.177,16.841
1460,Buenos Aires,2006,JUNIO,18.407,24.234,12.580
1461,Chalaco,2006,JUNIO,22.823,31.073,14.574
1462,La Matanza,2006,JUNIO,22.123,29.584,14.662
1463,Morropón,2006,JUNIO,26.631,32.584,20.679
1464,Salitral,2006,JUNIO,19.722,26.562,12.881
1465,San Juan de Bigote,2006,JUNIO,24.384,31.438,17.331
1466,Santa Catalina de Mossa,2006,JUNIO,17.212,23.989,10.434
1467,Santo Domingo,2006,JUNIO,23.106,30.256,15.956
1468,Yamango,2006,JUNIO,22.654,29.245,16.064
1469,Huancabamba,2006,JUNIO,30.007,37.099,22.915
1470,Canchaque,2006,JUNIO,27.768,35.595,19.941
1471,El Carmen de la Frontera,2006,JUNIO,26.482,32.076,20.889
1472,Huarmaca,2006,JUNIO,19.337,26.179,12.495
1473,Lalaquiz,2006,JUNIO,21.333,28.535,14.132
1474,San Miguel de El Faique,2006,JUNIO,28.827,33.443,24.211
1475,Sondor,2006,JUNIO,26.497,34.157,18.837
1476,Sondorillo,2006,JUNIO,31.112,38.316,23.907
1477,Ayabaca,2006,JUNIO,30.720,39.385,22.054
1478,Frías,2006,JUNIO,27.966,32.840,23.092
1479,Jililí,2006,JUNIO,28.648,35.158,22.139
1480,Lagunas,2006,JUNIO,16.461,24.422,8.501
1481,Montero,2006,JUNIO,25.121,30.605,19.637
1482,Pacaipampa,2006,JUNIO,28.634,34.727,22.541
1483,Paimas,2006,JUNIO,21.052,28.894,13.211
1484,Sapillica,2006,JUNIO,24.969,31.795,18.144
1485,Paita,2006,JULIO,20.902,28.223,13.580
1486,Amotape,2006,JULIO,27.312,35.201,19.423
1487,Colán,2006,JULIO,30.215,36.651,23.780
1488,El Arenal,2006,JULIO,27.893,33.606,22.181
1489,La Huaca,2006,JULIO,28.309,35.296,21.321
1490,Tamarindo,2006,JULIO,28.270,33.358,23.182
1491,Vichayal,2006,JULIO,26.147,31.594,20.700
1492,Chulucanas,2006,JULIO,24.182,31.549,16.816
1493,Buenos Aires,2006,JULIO,18.240,23.786,12.695
1494,Chalaco,2006,JULIO,21.954,29.106,14.802
1495,La Matanza,2006,JULIO,21.512,28.274,14.749
1496,Morropón,2006,JULIO,26.527,32.552,20.502
1497,Salitral,2006,JULIO,19.780,25.821,13.739
1498,San Juan de Bigote,2006,JULIO,23.060,29.097,17.023
1499,Santa Catalina de Mossa,2006,JULIO,16.182,22.388,9.976
1500,Santo Domingo,2006,JULIO,22.137,28.665,15.608
1501,Yamango,2006,JULIO,22.576,29.218,15.933
1502,Huancabamba,2006,JULIO,28.732,34.894,22.570
1503,Canchaque,2006,JULIO,28.386,35.663,21.108
1504,El Carmen de la Frontera,2006,JULIO,26.361,31.807,20.914
1505,Huarmaca,2006,JULIO,18.953,25.386,12.519
1506,Lalaquiz,2006,JULIO,21.375,27.905,14.846
1507,San Miguel de El Faique,2006,JULIO,29.038,33.440,24.636
1508,Sondor,2006,JULIO,25.678,32.220,19.135
1509,Sondorillo,2006,JULIO,30.392,36.906,23.878
1510,Ayabaca,2006,JULIO,30.641,37.821,23.462
1511,Frías,2006,JULIO,28.632,33.607,23.658
1512,Jililí,2006,JULIO,29.182,35.283,23.082
1513,Lagunas,2006,JULIO,16.226,23.688,8.764
1514,Montero,2006,JULIO,24.931,29.832,20.031
1515,Pacaipampa,2006,JULIO,28.475,34.471,22.480
1516,Paimas,2006,JULIO,20.215,27.026,13.404
1517,Sapillica,2006,JULIO,24.763,31.073,18.453
1518,Paita,2006,AGOSTO,19.917,26.552,13.282
1519,Amotape,2006,AGOSTO,27.001,33.866,20.137
1520,Colán,2006,AGOSTO,29.722,35.833,23.611
1521,El Arenal,2006,AGOSTO,27.916,33.760,22.073
1522,La Huaca,2006,AGOSTO,28.503,35.393,21.612
1523,Tamarindo,2006,AGOSTO,27.861,33.043,22.680
1524,Vichayal,2006,AGOSTO,26.470,32.099,20.841
1525,Chulucanas,2006,AGOSTO,22.809,29.400,16.219
1526,Buenos Aires,2006,AGOSTO,18.246,23.605,12.888
1527,Chalaco,2006,AGOSTO,21.460,28.130,14.790
1528,La Matanza,2006,AGOSTO,20.854,26.913,14.795
1529,Morropón,2006,AGOSTO,26.236,32.010,20.462
1530,Salitral,2006,AGOSTO,19.817,25.912,13.722
1531,San Juan de Bigote,2006,AGOSTO,22.634,28.133,17.135
1532,Santa Catalina de Mossa,2006,AGOSTO,15.982,21.919,10.046
1533,Santo Domingo,2006,AGOSTO,21.674,27.714,15.634
1534,Yamango,2006,AGOSTO,21.924,28.092,15.756
1535,Huancabamba,2006,AGOSTO,27.955,33.651,22.260
1536,Canchaque,2006,AGOSTO,28.621,36.110,21.133
1537,El Carmen de la Frontera,2006,AGOSTO,26.812,32.593,21.030
1538,Huarmaca,2006,AGOSTO,18.984,25.458,12.511
1539,Lalaquiz,2006,AGOSTO,21.189,27.026,15.353
1540,San Miguel de El Faique,2006,AGOSTO,29.287,34.148,24.426
1541,Sondor,2006,AGOSTO,25.907,32.547,19.266
1542,Sondorillo,2006,AGOSTO,29.479,35.509,23.449
1543,Ayabaca,2006,AGOSTO,29.107,35.589,22.625
1544,Frías,2006,AGOSTO,28.744,33.892,23.596
1545,Jililí,2006,AGOSTO,29.941,36.283,23.599
1546,Lagunas,2006,AGOSTO,16.584,24.340,8.829
1547,Montero,2006,AGOSTO,25.243,30.442,20.043
1548,Pacaipampa,2006,AGOSTO,28.372,34.340,22.403
1549,Paimas,2006,AGOSTO,19.166,25.336,12.995
1550,Sapillica,2006,AGOSTO,24.513,30.614,18.413
1551,Paita,2006,SEPTIEMBRE,19.354,25.790,12.918
1552,Amotape,2006,SEPTIEMBRE,25.433,32.686,18.180
1553,Colán,2006,SEPTIEMBRE,28.308,34.360,22.255
1554,El Arenal,2006,SEPTIEMBRE,27.768,33.629,21.906
1555,La Huaca,2006,SEPTIEMBRE,25.649,32.049,19.249
1556,Tamarindo,2006,SEPTIEMBRE,27.158,32.106,22.210
1557,Vichayal,2006,SEPTIEMBRE,26.368,31.868,20.868
1558,Chulucanas,2006,SEPTIEMBRE,21.295,28.084,14.505
1559,Buenos Aires,2006,SEPTIEMBRE,18.611,23.993,13.229
1560,Chalaco,2006,SEPTIEMBRE,20.417,27.080,13.754
1561,La Matanza,2006,SEPTIEMBRE,20.845,27.116,14.574
1562,Morropón,2006,SEPTIEMBRE,26.012,31.593,20.432
1563,Salitral,2006,SEPTIEMBRE,19.998,25.929,14.066
1564,San Juan de Bigote,2006,SEPTIEMBRE,22.345,28.117,16.572
1565,Santa Catalina de Mossa,2006,SEPTIEMBRE,16.400,22.385,10.416
1566,Santo Domingo,2006,SEPTIEMBRE,21.523,27.544,15.503
1567,Yamango,2006,SEPTIEMBRE,21.844,27.830,15.859
1568,Huancabamba,2006,SEPTIEMBRE,27.666,33.429,21.904
1569,Canchaque,2006,SEPTIEMBRE,24.674,31.062,18.285
1570,El Carmen de la Frontera,2006,SEPTIEMBRE,26.126,31.488,20.764
1571,Huarmaca,2006,SEPTIEMBRE,19.155,25.541,12.768
1572,Lalaquiz,2006,SEPTIEMBRE,20.958,26.745,15.171
1573,San Miguel de El Faique,2006,SEPTIEMBRE,29.633,34.604,24.662
1574,Sondor,2006,SEPTIEMBRE,25.383,31.594,19.172
1575,Sondorillo,2006,SEPTIEMBRE,28.825,34.643,23.006
1576,Ayabaca,2006,SEPTIEMBRE,26.797,33.768,19.825
1577,Frías,2006,SEPTIEMBRE,28.522,33.756,23.288
1578,Jililí,2006,SEPTIEMBRE,28.383,34.345,22.421
1579,Lagunas,2006,SEPTIEMBRE,16.621,23.869,9.372
1580,Montero,2006,SEPTIEMBRE,25.463,30.715,20.212
1581,Pacaipampa,2006,SEPTIEMBRE,28.501,34.708,22.293
1582,Paimas,2006,SEPTIEMBRE,18.835,25.179,12.491
1583,Sapillica,2006,SEPTIEMBRE,23.902,29.925,17.879
1584,Paita,2006,OCTUBRE,18.103,25.407,10.800
1585,Amotape,2006,OCTUBRE,20.394,27.447,13.340
1586,Colán,2006,OCTUBRE,25.733,32.130,19.336
