,ENTIDAD,Mes,A?,Tipo_sequia,Precipitacion,Temperatura_promedio,Temperatura_maxima,Temperatura_minima,Sembrada_ha,Cosechada_ha,perdida_ha,producto
1594,La Huaca,8,2012,D1,120.7,24.8,32.1,17.7,202,119,83,yuca
1595,La Huaca,8,2013,NPS,99.1,24.6,31.7,17.5,30,30,0,maiz
1596,La Huaca,8,2013,NPS,99.1,24.6,31.7,17.5,26,26,0,frijol
1597,La Huaca,8,2013,NPS,99.1,24.6,31.7,17.5,207,207,0,yuca
1598,La Huaca,8,2014,D0,136.37,23.6,30.3,16.9,42,29,13,maiz
1599,La Huaca,8,2014,D0,136.37,23.6,30.3,16.9,47,32,15,frijol
1600,La Huaca,8,2014,D0,136.37,23.6,30.3,16.9,273,273,0,yuca
1601,La Huaca,8,2015,NPS,97.17,25.3,32.9,17.7,25,25,0,maiz
1602,La Huaca,8,2015,NPS,97.17,25.3,32.9,17.7,44,44,0,frijol
1603,La Huaca,8,2015,NPS,97.17,25.3,32.9,17.7,168,168,0,yuca
1604,La Huaca,8,2016,NPS,190.84,23.7,30.1,17.3,26,26,0,maiz
1605,La Huaca,8,2016,NPS,190.84,23.7,30.1,17.3,26,26,0,frijol
1606,La Huaca,8,2016,NPS,190.84,23.7,30.1,17.3,90,90,0,yuca
1607,La Huaca,8,2018,D0,122.43,24.7,31.8,17.6,9,9,0,maiz
1608,La Huaca,8,2018,D0,122.43,24.7,31.8,17.6,55,55,0,yuca
1609,La Huaca,8,2019,D0,99.3,25.8,33.1,18.4,20,20,0,maiz
1610,La Huaca,8,2019,D0,99.3,25.8,33.1,18.4,41,41,0,yuca
1611,La Huaca,8,2020,D0,32.4,26.6,35.1,18.1,26,26,0,maiz
1612,La Huaca,8,2020,D0,32.4,26.6,35.1,18.1,58,58,0,yuca
1613,La Huaca,9,2004,NPS,99.9,22.6607215,30.07976,15.241683,260,260,0,yuca
1614,La Huaca,9,2005,NPS,41.5,24.12280199,32.21237792,16.03322606,20,7,13,maiz
1615,La Huaca,9,2005,NPS,41.5,24.12280199,32.21237792,16.03322606,195,78,117,frijol
1616,La Huaca,9,2005,NPS,41.5,24.12280199,32.21237792,16.03322606,290,162,128,yuca
1617,La Huaca,9,2006,NPS,106.3,21.2945974,28.08385698,14.50533782,78748,2,78746,frijol
1618,La Huaca,9,2007,D0,75,22.97382475,30.17081332,15.77233818,25,19,6,maiz
1619,La Huaca,9,2007,D0,75,22.97382475,30.17081332,15.77233818,8,5,3,frijol
1620,La Huaca,9,2007,D0,75,22.97382475,30.17081332,15.77233818,282,254,28,yuca
1621,La Huaca,9,2008,NPS,103.9,20.88176971,27.31524938,14.61221109,23,8,15,maiz
1622,La Huaca,9,2008,NPS,103.9,20.88176971,27.31524938,14.61221109,21,8,13,frijol
1623,La Huaca,9,2008,NPS,103.9,20.88176971,27.31524938,14.61221109,208,93,115,yuca
1624,La Huaca,9,2009,NPS,57.2,21.9172137,29.35134476,14.48308265,112219,400,111819,frijol
1625,La Huaca,9,2010,NPS,100.2,26.60116877,31.14601459,22.05632296,34,20,14,maiz
1626,La Huaca,9,2010,NPS,100.2,26.60116877,31.14601459,22.05632296,26,26,0,frijol
1627,La Huaca,9,2010,NPS,100.2,26.60116877,31.14601459,22.05632296,152,152,0,yuca
1628,La Huaca,9,2011,D2,23.9,23.28508519,31.55882569,15.01134469,55288,1471,53817,maiz
1629,La Huaca,9,2012,D1,104.1,21.8,29.2,14.5,33,8,25,maiz
1630,La Huaca,9,2012,D1,104.1,21.8,29.2,14.5,105630,1522,104108,maiz
1631,La Huaca,9,2012,D1,104.1,21.8,29.2,14.5,26,8,18,frijol
1632,La Huaca,9,2012,D1,104.1,21.8,29.2,14.5,122112,138,121974,frijol
1633,La Huaca,9,2012,D1,104.1,21.8,29.2,14.5,202,119,83,yuca
1634,La Huaca,9,2013,NPS,103,22.6,29.1,16.1,30,30,0,maiz
1635,La Huaca,9,2013,NPS,103,22.6,29.1,16.1,26,26,0,frijol
1636,La Huaca,9,2013,NPS,103,22.6,29.1,16.1,207,207,0,yuca
1637,La Huaca,9,2014,NPS,132.33,23.1,29.3,17,42,29,13,maiz
1638,La Huaca,9,2014,NPS,132.33,23.1,29.3,17,47,32,15,frijol
1639,La Huaca,9,2014,NPS,132.33,23.1,29.3,17,114082,52,114030,frijol
1640,La Huaca,9,2014,NPS,132.33,23.1,29.3,17,273,273,0,yuca
1641,La Huaca,9,2015,NPS,74.08,23.7,31.2,16.2,25,25,0,maiz
1642,La Huaca,9,2015,NPS,74.08,23.7,31.2,16.2,44,44,0,frijol
1643,La Huaca,9,2015,NPS,74.08,23.7,31.2,16.2,168,168,0,yuca
1644,La Huaca,9,2016,NPS,85.85,23.1,30.2,16,26,26,0,maiz
1645,La Huaca,9,2016,NPS,85.85,23.1,30.2,16,26,26,0,frijol
1646,La Huaca,9,2016,NPS,85.85,23.1,30.2,16,90,90,0,yuca
1647,La Huaca,9,2018,D0,110.37,22.6,29.6,15.6,9,9,0,maiz
1648,La Huaca,9,2018,D0,110.37,22.6,29.6,15.6,55,55,0,yuca
1649,La Huaca,9,2019,D0,98.5,22.8,29.6,16,20,20,0,maiz
1650,La Huaca,9,2019,D0,98.5,22.8,29.6,16,41,41,0,yuca
1651,La Huaca,9,2020,D1,49.1,22.6,30.4,14.8,26,26,0,maiz
1652,La Huaca,9,2020,D1,49.1,22.6,30.4,14.8,58,58,0,yuca
1653,La Huaca,10,2004,NPS,69.9,19.4417505,27.410501,11.473,224488,12316,212172,maiz
1654,La Huaca,10,2004,NPS,69.9,19.4417505,27.410501,11.473,69699,19417,50282,frijol
1655,La Huaca,10,2005,NPS,42.9,19.73667324,28.16543112,11.30791536,167294,4761,162533,maiz
1656,La Huaca,10,2005,NPS,42.9,19.73667324,28.16543112,11.30791536,54925,4144,50781,frijol
1657,La Huaca,10,2005,NPS,42.9,19.73667324,28.16543112,11.30791536,40,40,0,yuca
1658,La Huaca,10,2006,NPS,34.6,18.84158049,26.98648916,10.69667182,106111,16708,89403,maiz
1659,La Huaca,10,2006,NPS,34.6,18.84158049,26.98648916,10.69667182,79272,43809,35463,frijol
1660,La Huaca,10,2007,D1,14,19.48253185,28.83056195,10.33631261,197867,46219,151648,maiz
1661,La Huaca,10,2007,D1,14,19.48253185,28.83056195,10.33631261,67803,31572,36231,frijol
1662,La Huaca,10,2007,D1,14,19.48253185,28.83056195,10.33631261,370,60,310,yuca
1663,La Huaca,10,2008,NPS,33.9,19.28910456,28.00547444,10.57109713,185803,21783,164020,maiz
1664,La Huaca,10,2008,NPS,33.9,19.28910456,28.00547444,10.57109713,88806,29608,59198,frijol
1665,La Huaca,10,2009,NPS,66.5,18.37118717,25.72816071,11.01421363,118128,17636,100492,maiz
1666,La Huaca,10,2009,NPS,66.5,18.37118717,25.72816071,11.01421363,112219,41603,70616,frijol
1667,La Huaca,10,2009,NPS,66.5,18.37118717,25.72816071,11.01421363,220,150,70,yuca
1668,La Huaca,10,2010,D0,3.7,18.81871843,28.11505328,9.522383581,156779,39361,117418,maiz
1669,La Huaca,10,2010,D0,3.7,18.81871843,28.11505328,9.522383581,127004,40786,86218,frijol
1670,La Huaca,10,2011,D3,9.2,19.29492066,28.70188303,9.887958289,55288,11279,44009,maiz
1671,La Huaca,10,2011,D3,9.2,19.29492066,28.70188303,9.887958289,77638,13536,64102,frijol
1672,La Huaca,10,2011,D3,9.2,19.29492066,28.70188303,9.887958289,507,100,407,yuca
1673,La Huaca,10,2012,D0,33.4,19.9,28.7,11.2,106030,19078,86952,maiz
1674,La Huaca,10,2012,D0,33.4,19.9,28.7,11.2,123553,9241,114312,frijol
1675,La Huaca,10,2012,D0,33.4,19.9,28.7,11.2,350,350,0,yuca
1676,La Huaca,10,2013,NPS,33.9,18.7,27.4,10.1,79536,32036,47500,maiz
1677,La Huaca,10,2013,NPS,33.9,18.7,27.4,10.1,103078,8134,94944,frijol
1678,La Huaca,10,2014,NPS,9.1,20.6,29.3,11.9,117332,39985,77347,maiz
1679,La Huaca,10,2014,NPS,9.1,20.6,29.3,11.9,114082,26901,87181,frijol
1680,La Huaca,10,2015,NPS,47.21,19.9,27.4,12.3,113172,12198,100974,maiz
1681,La Huaca,10,2015,NPS,47.21,19.9,27.4,12.3,120724,8030,112694,frijol
1682,La Huaca,10,2016,NPS,10.31,20.6,29.1,12,106068,12461,93607,maiz
1683,La Huaca,10,2016,NPS,10.31,20.6,29.1,12,113491,21689,91802,frijol
1684,La Huaca,10,2017,NPS,14.43,20.5,28.9,12,89986,14061,75925,maiz
1685,La Huaca,10,2017,NPS,14.43,20.5,28.9,12,103819,40911,62908,frijol
1686,La Huaca,10,2018,NPS,52.01,18.7,26,11.5,81454,10110,71344,maiz
1687,La Huaca,10,2018,NPS,52.01,18.7,26,11.5,87564,10317,77247,frijol
1688,La Huaca,10,2019,NPS,41.3,19,26.9,11,84151,5555,78596,maiz
1689,La Huaca,10,2019,NPS,41.3,19,26.9,11,76894,1776,75118,frijol
1690,La Huaca,10,2020,D1,0.1,20,30.7,9.4,78384,2380,76004,maiz
1691,La Huaca,10,2020,D1,0.1,20,30.7,9.4,66099,3040,63059,frijol
1692,La Huaca,11,2004,NPS,59,12.56295,20.4373,4.6886,221952,89328,132624,maiz
1693,La Huaca,11,2004,NPS,59,12.56295,20.4373,4.6886,69769,36771,32998,frijol
1694,La Huaca,11,2005,NPS,2,14.6141086,24.83110191,4.397115287,167254,28103,139151,maiz
1695,La Huaca,11,2005,NPS,2,14.6141086,24.83110191,4.397115287,54925,26835,28090,frijol
1696,La Huaca,11,2005,NPS,2,14.6141086,24.83110191,4.397115287,40,40,0,yuca
1697,La Huaca,11,2006,NPS,0,14.72377465,24.62803795,4.819511355,106111,76356,29755,maiz
1698,La Huaca,11,2006,NPS,0,14.72377465,24.62803795,4.819511355,79281,72203,7078,frijol
1699,La Huaca,11,2006,NPS,0,14.72377465,24.62803795,4.819511355,4,4,0,yuca
1700,La Huaca,11,2007,D0,15.61391428,15.19528056,24.61697936,5.880520896,197871,149568,48303,maiz
1701,La Huaca,11,2007,D0,15.61391428,15.19528056,24.61697936,5.880520896,67803,57672,10131,frijol
1702,La Huaca,11,2007,D0,15.61391428,15.19528056,24.61697936,5.880520896,370,370,0,yuca
1703,La Huaca,11,2008,NPS,1.9,14.16303745,23.58264779,4.700698012,185803,102678,83125,maiz
1704,La Huaca,11,2008,NPS,1.9,14.16303745,23.58264779,4.700698012,88806,86317,2489,frijol
1705,La Huaca,11,2008,NPS,1.9,14.16303745,23.58264779,4.700698012,398,112,286,yuca
1706,La Huaca,11,2009,NPS,12.1,13.56452317,22.74727349,4.381772852,118190,86440,31750,maiz
1707,La Huaca,11,2009,NPS,12.1,13.56452317,22.74727349,4.381772852,112219,101786,10433,frijol
1708,La Huaca,11,2009,NPS,12.1,13.56452317,22.74727349,4.381772852,220,220,0,yuca
1709,La Huaca,11,2010,NPS,0.2,13.39260343,23.61022724,3.174979621,156779,147076,9703,maiz
1710,La Huaca,11,2010,NPS,0.2,13.39260343,23.61022724,3.174979621,127004,71125,55879,frijol
1711,La Huaca,11,2011,D3,22,13.38117528,22.5892946,4.173055972,55288,20514,34774,maiz
1712,La Huaca,11,2011,D3,22,13.38117528,22.5892946,4.173055972,77638,50273,27365,frijol
1713,La Huaca,11,2011,D3,22,13.38117528,22.5892946,4.173055972,507,100,407,yuca
1714,La Huaca,11,2012,NPS,20.6,15.5,24,6.8,80618,77713,2905,maiz
1715,La Huaca,11,2012,NPS,20.6,15.5,24,6.8,123553,119928,3625,frijol
1716,La Huaca,11,2012,NPS,20.6,15.5,24,6.8,350,350,0,yuca
1717,La Huaca,11,2013,NPS,45.9,13.4,20.8,6,79312,69193,10119,maiz
1718,La Huaca,11,2013,NPS,45.9,13.4,20.8,6,103078,87590,15488,frijol
1719,La Huaca,11,2014,NPS,32.46,12.9,21.2,4.6,117152,83396,33756,maiz
1720,La Huaca,11,2014,NPS,32.46,12.9,21.2,4.6,114082,99801,14281,frijol
1721,La Huaca,11,2014,NPS,32.46,12.9,21.2,4.6,430,150,280,yuca
1722,La Huaca,11,2015,NPS,32.64,14.9,23.8,6,113172,69643,43529,maiz
1723,La Huaca,11,2015,NPS,32.64,14.9,23.8,6,120724,81518,39206,frijol
1724,La Huaca,11,2015,NPS,32.64,14.9,23.8,6,360,360,0,yuca
1725,La Huaca,11,2016,NPS,6.53,15.2,23.6,6.8,106068,76629,29439,maiz
1726,La Huaca,11,2016,NPS,6.53,15.2,23.6,6.8,113491,100367,13124,frijol
1727,La Huaca,11,2016,NPS,6.53,15.2,23.6,6.8,200,200,0,yuca
1728,La Huaca,11,2017,NPS,1.66,16.9,27.3,6.6,89986,69689,20297,maiz
1729,La Huaca,11,2017,NPS,1.66,16.9,27.3,6.6,103819,98020,5799,frijol
1730,La Huaca,11,2017,NPS,1.66,16.9,27.3,6.6,170,170,0,yuca
1731,La Huaca,11,2018,NPS,3.3,13.3,22.6,4,81454,57282,24172,maiz
1732,La Huaca,11,2018,NPS,3.3,13.3,22.6,4,87564,79408,8156,frijol
1733,La Huaca,11,2018,NPS,3.3,13.3,22.6,4,100,100,0,yuca
1734,La Huaca,11,2019,NPS,69,15,22.3,7.6,84151,58687,25464,maiz
1735,La Huaca,11,2019,NPS,69,15,22.3,7.6,76894,41156,35738,frijol
1736,La Huaca,11,2019,NPS,69,15,22.3,7.6,185,185,0,yuca
1737,La Huaca,11,2020,D2,1.5,16.3,26.7,5.8,78384,36053,42331,maiz
1738,La Huaca,11,2020,D2,1.5,16.3,26.7,5.8,66099,34403,31696,frijol
1739,La Huaca,11,2020,D2,1.5,16.3,26.7,5.8,51,51,0,yuca
1740,La Huaca,12,2004,NPS,21.6,10.6792,19.0649,2.2935,260,260,0,yuca
1741,La Huaca,12,2005,D0,9.1,11.30493429,20.90287119,1.706997387,20,7,13,maiz
1742,La Huaca,12,2005,D0,9.1,11.30493429,20.90287119,1.706997387,195,78,117,frijol
1743,La Huaca,12,2005,D0,9.1,11.30493429,20.90287119,1.706997387,290,162,128,yuca
1744,La Huaca,12,2007,D0,32.6,11.21970235,20.29318121,2.265437117,25,19,6,maiz
1745,La Huaca,12,2007,D0,32.6,11.21970235,20.29318121,2.265437117,8,5,3,frijol
1746,La Huaca,12,2007,D0,32.6,11.21970235,20.29318121,2.265437117,282,254,28,yuca
1747,La Huaca,12,2008,NPS,0.7,11.8051591,20.99107781,2.725500151,23,8,15,maiz
1748,La Huaca,12,2008,NPS,0.7,11.8051591,20.99107781,2.725500151,21,8,13,frijol
1749,La Huaca,12,2008,NPS,0.7,11.8051591,20.99107781,2.725500151,208,93,115,yuca
1750,La Huaca,12,2010,D0,0.2,11.98071343,23.05722353,0.904203327,34,20,14,maiz
1751,La Huaca,12,2010,D0,0.2,11.98071343,23.05722353,0.904203327,26,26,0,frijol
1752,La Huaca,12,2010,D0,0.2,11.98071343,23.05722353,0.904203327,152,152,0,yuca
1753,La Huaca,12,2012,NPS,21.35,11.75,20.7,2.8,33,8,25,maiz
1754,La Huaca,12,2012,NPS,21.35,11.75,20.7,2.8,26,8,18,frijol
1755,La Huaca,12,2012,NPS,21.35,11.75,20.7,2.8,202,119,83,yuca
1756,La Huaca,12,2013,NPS,49.6,10.6,18.4,2.8,30,30,0,maiz
1757,La Huaca,12,2013,NPS,49.6,10.6,18.4,2.8,26,26,0,frijol
1758,La Huaca,12,2013,NPS,49.6,10.6,18.4,2.8,207,207,0,yuca
1759,La Huaca,12,2014,NPS,6.58,11.5,20.3,2.6,42,29,13,maiz
1760,La Huaca,12,2014,NPS,6.58,11.5,20.3,2.6,47,32,15,frijol
1761,La Huaca,12,2014,NPS,6.58,11.5,20.3,2.6,273,273,0,yuca
1762,La Huaca,12,2015,NPS,7.42,11.1,20.1,2,25,25,0,maiz
1763,La Huaca,12,2015,NPS,7.42,11.1,20.1,2,44,44,0,frijol
1764,La Huaca,12,2015,NPS,7.42,11.1,20.1,2,168,168,0,yuca
1765,La Huaca,12,2016,NPS,19.33,12.5,21,3.9,26,26,0,maiz
1766,La Huaca,12,2016,NPS,19.33,12.5,21,3.9,26,26,0,frijol
1767,La Huaca,12,2016,NPS,19.33,12.5,21,3.9,90,90,0,yuca
1768,La Huaca,12,2018,NPS,33.11,10.8,19.2,2.4,9,9,0,maiz
1769,La Huaca,12,2018,NPS,33.11,10.8,19.2,2.4,55,55,0,yuca
1770,La Huaca,12,2019,NPS,15.2,10.8,19.7,1.9,20,20,0,maiz
1771,La Huaca,12,2019,NPS,15.2,10.8,19.7,1.9,41,41,0,yuca
1772,La Huaca,12,2020,D2,12.4,9.6,19.5,-0.3,26,26,0,maiz
1773,La Huaca,12,2020,D2,12.4,9.6,19.5,-0.3,58,58,0,yuca
1774,Tamarindo,1,2005,NPS,5.9,12.87476391,21.04133164,4.708196182,6249,6227,22,maiz
1775,Tamarindo,1,2005,NPS,5.9,12.87476391,21.04133164,4.708196182,321,321,0,frijol
1776,Tamarindo,1,2006,D0,2.2,14.2087314,21.78408917,6.633373636,6121,5762,359,maiz
1777,Tamarindo,1,2006,D0,2.2,14.2087314,21.78408917,6.633373636,319,319,0,frijol
1778,Tamarindo,1,2007,NPS,5.2,15.28357457,22.15398498,8.439958542,6297,6297,0,maiz
1779,Tamarindo,1,2007,NPS,5.2,15.28357457,22.15398498,8.439958542,317,317,0,frijol
1780,Tamarindo,1,2008,NPS,0.1,14.49923821,21.68814036,7.306107277,6235,6085,150,maiz
1781,Tamarindo,1,2008,NPS,0.1,14.49923821,21.68814036,7.306107277,288,288,0,frijol
1782,Tamarindo,1,2009,D2,13.2,14.3466081,21.74690716,6.946309045,6069,6069,0,maiz
1783,Tamarindo,1,2009,D2,13.2,14.3466081,21.74690716,6.946309045,259,259,0,frijol
1784,Tamarindo,1,2010,D0,25.8,13.05745752,19.05856014,7.056354899,5881,5881,0,maiz
1785,Tamarindo,1,2010,D0,25.8,13.05745752,19.05856014,7.056354899,245,245,0,frijol
1786,Tamarindo,1,2011,NPS,0.1,14.60439648,22.50008305,6.708709919,5647,5497,150,maiz
1787,Tamarindo,1,2011,NPS,0.1,14.60439648,22.50008305,6.708709919,246,246,0,frijol
1788,Tamarindo,1,2012,D0,6.9,13.9,20.8,7.2,5199,4433,766,maiz
1789,Tamarindo,1,2012,D0,6.9,13.9,20.8,7.2,239,239,0,frijol
1790,Tamarindo,1,2013,NPS,2.2,15.1089012,22.0141884,8.203614,4003,4003,0,maiz
1791,Tamarindo,1,2013,NPS,2.2,15.1089012,22.0141884,8.203614,115,115,0,frijol
1792,Tamarindo,1,2014,NPS,0.42,13.9,20.9,6.9,3957,3621,336,maiz
1793,Tamarindo,1,2014,NPS,0.42,13.9,20.9,6.9,105,105,0,frijol
1794,Tamarindo,1,2015,NPS,0.25,14.7,21.1,8.2,3965,3965,0,maiz
1795,Tamarindo,1,2015,NPS,0.25,14.7,21.1,8.2,104,104,0,frijol
1796,Tamarindo,1,2016,D0,6.71,14.1,20.7,7.5,3753,3733,20,maiz
1797,Tamarindo,1,2016,D0,6.71,14.1,20.7,7.5,107,107,0,frijol
1798,Tamarindo,1,2017,NPS,0,15.5,23.2,7.7,3629,3629,0,maiz
1799,Tamarindo,1,2017,NPS,0,15.5,23.2,7.7,87,87,0,frijol
1800,Tamarindo,1,2018,D0,7.92,13.4,20.7,6.1,3509,3509,0,maiz
1801,Tamarindo,1,2018,D0,7.92,13.4,20.7,6.1,85,85,0,frijol
1802,Tamarindo,1,2019,NPS,5.25,15.4,22.7,8.1,3575,3575,0,maiz
1803,Tamarindo,1,2019,NPS,5.25,15.4,22.7,8.1,75,75,0,frijol
1804,Tamarindo,1,2020,NPS,11.3,15.6,23,8.3,3484,3404,80,maiz
1805,Tamarindo,1,2020,NPS,11.3,15.6,23,8.3,80,80,0,frijol
1806,Tamarindo,2,2005,NPS,4.5,14.80312962,22.82033792,6.785921325,6249,6227,22,maiz
1807,Tamarindo,2,2005,NPS,4.5,14.80312962,22.82033792,6.785921325,321,321,0,frijol
1808,Tamarindo,2,2006,D1,1.2,16.73746775,24.14396324,9.330972251,6121,5762,359,maiz
1809,Tamarindo,2,2006,D1,1.2,16.73746775,24.14396324,9.330972251,319,319,0,frijol
1810,Tamarindo,2,2007,NPS,21.9,16.00924014,23.32696378,8.750807896,6297,6297,0,maiz
1811,Tamarindo,2,2007,NPS,21.9,16.00924014,23.32696378,8.750807896,317,317,0,frijol
1812,Tamarindo,2,2008,NPS,2.9,16.60387462,23.9692945,9.227531818,6235,6085,150,maiz
1813,Tamarindo,2,2008,NPS,2.9,16.60387462,23.9692945,9.227531818,288,288,0,frijol
1814,Tamarindo,2,2009,D2,6.8,15.74067066,23.94520691,7.536134405,6069,6069,0,maiz
1815,Tamarindo,2,2009,D2,6.8,15.74067066,23.94520691,7.536134405,259,259,0,frijol
1816,Tamarindo,2,2010,D0,57.3,14.5958439,21.16932252,8.02236528,5881,5881,0,maiz
1817,Tamarindo,2,2010,D0,57.3,14.5958439,21.16932252,8.02236528,245,245,0,frijol
1818,Tamarindo,2,2011,NPS,0.7,16.6681863,24.28697862,9.049393973,5647,5497,150,maiz
1819,Tamarindo,2,2011,NPS,0.7,16.6681863,24.28697862,9.049393973,246,246,0,frijol
1820,Tamarindo,2,2012,NPS,28.2,15.1,20.6,9.3,5199,4433,766,maiz
1821,Tamarindo,2,2012,NPS,28.2,15.1,20.6,9.3,239,239,0,frijol
1822,Tamarindo,2,2013,D0,1.35,17.70727853,25.86423737,9.550319687,4003,4003,0,maiz
1823,Tamarindo,2,2013,D0,1.35,17.70727853,25.86423737,9.550319687,115,115,0,frijol
1824,Tamarindo,2,2014,NPS,1.39,17.3,24.9,9.6,3957,3957,0,maiz
1825,Tamarindo,2,2014,NPS,1.39,17.3,24.9,9.6,105,105,0,frijol
1826,Tamarindo,2,2015,NPS,2.88,16,22.8,9.2,3965,3965,0,maiz
1827,Tamarindo,2,2015,NPS,2.88,16,22.8,9.2,104,104,0,frijol
1828,Tamarindo,2,2016,D0,0.82,15.8,23.5,8.1,3753,3733,20,maiz
1829,Tamarindo,2,2016,D0,0.82,15.8,23.5,8.1,107,107,0,frijol
1830,Tamarindo,2,2017,NPS,0.01,16.9,24.4,9.4,3629,3629,0,maiz
1831,Tamarindo,2,2017,NPS,0.01,16.9,24.4,9.4,87,87,0,frijol
1832,Tamarindo,2,2018,NPS,7.69,17,23.9,10.1,3509,3509,0,maiz
1833,Tamarindo,2,2018,NPS,7.69,17,23.9,10.1,85,85,0,frijol
1834,Tamarindo,2,2019,NPS,5.67,18.1,25.6,10.6,3575,3575,0,maiz
1835,Tamarindo,2,2019,NPS,5.67,18.1,25.6,10.6,75,75,0,frijol
1836,Tamarindo,2,2020,NPS,5.3,18.1,25.9,10.3,3484,3404,80,maiz
1837,Tamarindo,2,2020,NPS,5.3,18.1,25.9,10.3,80,80,0,frijol
1838,Tamarindo,3,2014,NPS,10.87,18.7,26,11.5,3957,3957,0,maiz
1839,Tamarindo,3,2014,NPS,10.87,18.7,26,11.5,105,105,0,frijol
1840,Tamarindo,3,2015,NPS,19.48,16.9,23.1,10.7,3965,3965,0,maiz
1841,Tamarindo,3,2015,NPS,19.48,16.9,23.1,10.7,104,104,0,frijol
1842,Tamarindo,3,2016,D0,27.76,17.4,24.1,10.8,3753,3733,20,maiz
1843,Tamarindo,3,2016,D0,27.76,17.4,24.1,10.8,107,107,0,frijol
1844,Tamarindo,3,2019,NPS,7.24,19.2,27,11.4,75,75,0,frijol
1845,Tamarindo,3,2020,NPS,8.1,19.4,27.9,10.8,80,80,0,frijol
1846,Tamarindo,6,2013,NPS,107.1,19.8,25.9,13.7,105,3,102,frijol
1847,Tamarindo,7,2007,D0,191,18.64867776,24.60418406,13.00291631,288,16,272,frijol
1848,Tamarindo,7,2008,D0,164,17.21594435,22.54347017,11.87742818,259,39,220,frijol
1849,Tamarindo,7,2011,D1,230.5,18.00967621,23.30576501,12.71358741,239,10,229,frijol
1850,Tamarindo,7,2012,NPS,160.5,17.66,23,12.3,115,10,105,frijol
1851,Tamarindo,7,2013,D0,113.8,19,24.9,13.1,105,16,89,frijol
1852,Tamarindo,7,2014,NPS,98.97,18.2,23.8,12.7,104,5,99,frijol
1853,Tamarindo,7,2015,NPS,94.09,18.9,24.7,13.1,107,14,93,frijol
1854,Tamarindo,8,2004,NPS,144.1,16.81182796,23.88172043,9.741935484,321,42,279,frijol
1855,Tamarindo,8,2007,NPS,196.9,18.48672499,23.91525634,13.20478836,288,35,253,frijol
1856,Tamarindo,8,2008,D0,184.7,18.51282116,24.25962458,12.72354368,259,53,206,frijol
1857,Tamarindo,8,2009,D2,143,19.29625309,25.28172672,13.31077945,245,2,243,frijol
1858,Tamarindo,8,2011,D1,158.9,18.62865277,24.54232604,12.7149795,239,29,210,frijol
1859,Tamarindo,8,2012,NPS,108.4,18.1,23.1,13.4,115,22,93,frijol
1860,Tamarindo,8,2013,NPS,130.3,18.6,24.1,13.1,105,29,76,frijol
1861,Tamarindo,8,2014,NPS,108.19,18.7,24.2,13.2,104,17,87,frijol
1862,Tamarindo,8,2015,NPS,79.15,19.2,25,13.3,107,28,79,frijol
1863,Tamarindo,8,2016,NPS,128.36,19.2,24.8,13.6,87,12,75,frijol
1864,Tamarindo,8,2017,NPS,101.32,19.6,25,14.1,85,2,83,frijol
1865,Tamarindo,8,2018,NPS,198.18,18.2,23.8,12.5,75,3,72,frijol
1866,Tamarindo,9,2004,NPS,150.7,16.38351852,23.08888889,9.678148148,321,62,259,frijol
1867,Tamarindo,9,2006,NPS,153.6,18.61088937,23.99322974,13.228549,317,42,275,frijol
1868,Tamarindo,9,2007,NPS,193.7,17.10412914,23.521956,10.68630228,288,56,232,frijol
1869,Tamarindo,9,2008,D0,113.6,17.69308577,22.54465143,13.03793474,259,53,206,frijol
1870,Tamarindo,9,2009,D1,227.8,18.3112252,23.13404713,13.48840326,245,2,243,frijol
1871,Tamarindo,9,2010,NPS,93.7,17.88964939,22.55098937,13.2283094,244,11,233,frijol
1872,Tamarindo,9,2011,NPS,101.9,17.64313802,23.18074159,12.10553445,239,35,204,frijol
1873,Tamarindo,9,2012,NPS,83.4,17.5,23.3,11.8,115,39,76,frijol
1874,Tamarindo,9,2013,NPS,169.7,18.3,23.2,13.4,105,30,75,frijol
1875,Tamarindo,9,2014,NPS,98.31,18.6,23.5,13.7,104,33,71,frijol
1876,Tamarindo,9,2015,NPS,114.28,18.6,23.9,13.3,107,32,75,frijol
1877,Tamarindo,9,2016,NPS,113.67,18.9,24.1,13.7,87,14,73,frijol
1878,Tamarindo,9,2017,NPS,86.83,18.5,23.5,13.6,85,2,83,frijol
1879,Tamarindo,9,2018,NPS,120.68,18.7,24.4,13.1,75,3,72,frijol
1880,Tamarindo,10,2004,NPS,53.1,17.20367075,24.67561179,9.7317297,6249,1797,4452,maiz
1881,Tamarindo,10,2004,NPS,53.1,17.20367075,24.67561179,9.7317297,321,190,131,frijol
1882,Tamarindo,10,2005,NPS,90,15.53287841,21.99751861,9.068238213,6121,231,5890,maiz
1883,Tamarindo,10,2005,NPS,90,15.53287841,21.99751861,9.068238213,319,60,259,frijol
1884,Tamarindo,10,2006,NPS,77.4,18.03592358,23.5372096,12.53463757,6297,214,6083,maiz
1885,Tamarindo,10,2006,NPS,77.4,18.03592358,23.5372096,12.53463757,317,67,250,frijol
1886,Tamarindo,10,2007,NPS,50.9,16.18339637,21.96546074,10.55825902,6235,347,5888,maiz
1887,Tamarindo,10,2007,NPS,50.9,16.18339637,21.96546074,10.55825902,288,77,211,frijol
1888,Tamarindo,10,2008,D0,37.7,16.38346562,22.22759117,10.51960717,259,53,206,frijol
