,ENTIDAD,A?O,MES,TEMPERATURA_PROMEDIO,TEMPERATURA_MAXIMA,TEMPERATURA_MINIMA
1807,AYABACA,2007,MARZO,19.40128774,30.00168982,8.91697843
1808,FRIAS,2007,MARZO,25.87226491,31.30401566,20.46319088
1809,JILILI,2007,MARZO,22.43194681,28.55003107,16.33069830
1810,LAGUNAS,2007,MARZO,14.57754378,25.27598487,4.20512821
1811,MONTERO,2007,MARZO,22.42810382,28.05818079,16.81507232
1812,PACAIPAMPA,2007,MARZO,25.10312535,31.98978937,18.32471619
1813,PAIMAS,2007,MARZO,16.47901042,27.29499676,5.85902194
1814,SAPILLICA,2007,MARZO,20.81136254,29.28319903,12.43474933
1815,PAITA,2007,ABRIL,18.64918926,29.19765295,8.23584614
1816,AMOTAPE,2007,ABRIL,17.22893706,24.24803813,10.15041529
1817,COLAN,2007,ABRIL,20.75889594,28.35053112,13.24839148
1818,EL ARENAL,2007,ABRIL,28.13680425,35.17906019,20.97909763
1819,LA HUACA,2007,ABRIL,21.31956834,28.57522702,14.03913238
1820,TAMARINDO,2007,ABRIL,26.07000976,34.29669269,17.87008905
1821,VICHAYAL,2007,ABRIL,27.61439334,34.77812294,20.34431301
1822,CHULUCANAS,2007,ABRIL,18.44834972,28.33057915,8.30054678
1823,BUENOS AIRES,2007,ABRIL,18.87172680,25.46101002,12.25556896
1824,CHALACO,2007,ABRIL,18.60913701,28.80778367,8.35352092
1825,LA MATANZA,2007,ABRIL,21.23154451,30.20686654,12.18738152
1826,MORROPON,2007,ABRIL,27.89925762,36.14829916,19.66337470
1827,SALITRAL,2007,ABRIL,19.87213218,27.80878087,12.08173914
1828,SAN JUAN DE BIGOTE,2007,ABRIL,22.47826006,31.49346967,13.53919140
1829,SANTA CATALINA DE MOSSA,2007,ABRIL,16.19758473,24.48674886,7.72316437
1830,SANTO DOMINGO,2007,ABRIL,21.97854559,31.27840598,12.75796298
1831,YAMANGO,2007,ABRIL,24.72816382,33.24347522,16.13261766
1832,HUANCABAMBA,2007,ABRIL,26.09555974,36.30963542,15.55331522
1833,CANCHAQUE,2007,ABRIL,21.98990025,29.00174071,14.92474411
1834,EL CARMEN DE LA FRONTERA,2007,ABRIL,27.12939267,33.67187282,20.52450696
1835,HUARMACA,2007,ABRIL,19.46857088,27.68986638,11.28286344
1836,LALAQUIZ,2007,ABRIL,21.93472478,29.83312754,13.99791364
1837,SAN MIGUEL DE EL FAIQUE,2007,ABRIL,27.00281749,31.97539377,21.84296857
1838,SONDOR,2007,ABRIL,23.66708147,31.12946002,16.21880935
1839,SONDORILLO,2007,ABRIL,23.61442306,33.55503593,13.68072775
1840,AYABACA,2007,ABRIL,21.84136239,30.85068283,12.74034032
1841,FRIAS,2007,ABRIL,28.39225221,34.43131906,22.15038150
1842,JILILI,2007,ABRIL,24.27921251,30.53632806,17.95176925
1843,LAGUNAS,2007,ABRIL,15.95490472,25.41120946,6.51605156
1844,MONTERO,2007,ABRIL,24.43219501,30.32153100,18.56706189
1845,PACAIPAMPA,2007,ABRIL,27.62545820,35.36709627,19.83170547
1846,PAIMAS,2007,ABRIL,18.13771570,28.27123912,7.95029898
1847,SAPILLICA,2007,ABRIL,22.55181472,30.63269633,14.42486911
1848,PAITA,2007,MAYO,21.16993774,31.61617006,10.91317770
1849,AMOTAPE,2007,MAYO,20.27243891,27.20987174,13.33500608
1850,COLAN,2007,MAYO,23.21628359,31.27946526,15.07170280
1851,EL ARENAL,2007,MAYO,28.94551813,35.93459581,21.97210829
1852,LA HUACA,2007,MAYO,24.45900349,31.21832336,17.70800179
1853,TAMARINDO,2007,MAYO,27.13513422,34.79261223,19.47765621
1854,VICHAYAL,2007,MAYO,27.92233141,34.57730084,21.25982798
1855,CHULUCANAS,2007,MAYO,21.78679593,31.90638401,11.65146724
1856,BUENOS AIRES,2007,MAYO,19.42121365,25.89521659,12.94721070
1857,CHALACO,2007,MAYO,20.83907709,30.80001112,10.90323109
1858,LA MATANZA,2007,MAYO,22.73540529,31.39611869,14.07966852
1859,MORROPON,2007,MAYO,28.89068549,36.45485476,21.34217240
1860,SALITRAL,2007,MAYO,21.14617636,28.75646523,13.53588750
1861,SAN JUAN DE BIGOTE,2007,MAYO,24.25269592,32.43579275,15.99883114
1862,SANTA CATALINA DE MOSSA,2007,MAYO,16.88764216,24.57177572,9.05937736
1863,SANTO DOMINGO,2007,MAYO,23.27181577,31.71085139,14.87839133
1864,YAMANGO,2007,MAYO,24.99105211,33.21362083,16.83687458
1865,HUANCABAMBA,2007,MAYO,27.80953461,37.97512064,17.64394859
1866,CANCHAQUE,2007,MAYO,24.89680900,31.04262229,18.73312698
1867,EL CARMEN DE LA FRONTERA,2007,MAYO,28.18695822,34.49083223,21.85659745
1868,HUARMACA,2007,MAYO,20.13011289,27.92825671,12.37613686
1869,LALAQUIZ,2007,MAYO,22.26486355,29.83165230,14.44786563
1870,SAN MIGUEL DE EL FAIQUE,2007,MAYO,27.79277374,33.03676027,22.54878720
1871,SONDOR,2007,MAYO,26.00517561,33.03835663,18.96094575
1872,SONDORILLO,2007,MAYO,26.26409129,36.26851197,16.20329885
1873,AYABACA,2007,MAYO,25.47315936,35.76001247,15.15090930
1874,FRIAS,2007,MAYO,29.28139332,35.57942040,22.95644085
1875,JILILI,2007,MAYO,27.54139577,33.34169314,21.74221476
1876,LAGUNAS,2007,MAYO,16.40887812,25.33249197,7.78025827
1877,MONTERO,2007,MAYO,25.97487613,31.77765642,20.20518578
1878,PACAIPAMPA,2007,MAYO,28.58532174,35.74204101,21.36142371
1879,PAIMAS,2007,MAYO,20.54323842,30.48223037,10.52533522
1880,SAPILLICA,2007,MAYO,24.20318091,32.04365904,16.35822087
1881,PAITA,2007,JUNIO,21.55677410,29.59713228,13.63498851
1882,AMOTAPE,2007,JUNIO,23.68112188,31.78101706,15.82753366
1883,COLAN,2007,JUNIO,26.50014856,33.95058343,19.06453765
1884,EL ARENAL,2007,JUNIO,29.02113997,35.41191346,22.64346856
1885,LA HUACA,2007,JUNIO,27.16789854,33.86872336,20.44569894
1886,TAMARINDO,2007,JUNIO,28.95359625,34.78073606,23.15292344
1887,VICHAYAL,2007,JUNIO,26.72367639,32.71095401,20.70540335
1888,CHULUCANAS,2007,JUNIO,25.13629085,33.89172388,16.38277650
1889,BUENOS AIRES,2007,JUNIO,19.60150579,25.91177381,13.32385344
1890,CHALACO,2007,JUNIO,22.88354233,30.96387930,14.83796610
1891,LA MATANZA,2007,JUNIO,22.03519555,29.42529264,14.66216758
1892,MORROPON,2007,JUNIO,27.69550363,34.50281609,20.88819117
1893,SALITRAL,2007,JUNIO,20.89352775,28.06833004,13.74170209
1894,SAN JUAN DE BIGOTE,2007,JUNIO,24.21885012,30.68869491,17.76736816
1895,SANTA CATALINA DE MOSSA,2007,JUNIO,16.22861674,23.79242031,8.77324815
1896,SANTO DOMINGO,2007,JUNIO,22.94725025,29.98210062,15.91889974
1897,YAMANGO,2007,JUNIO,23.95726730,30.84110563,17.09600450
1898,HUANCABAMBA,2007,JUNIO,29.53378637,36.52551831,22.63430686
1899,CANCHAQUE,2007,JUNIO,27.27388812,33.92230768,20.68070139
1900,EL CARMEN DE LA FRONTERA,2007,JUNIO,27.85145777,33.72791037,21.98545224
1901,HUARMACA,2007,JUNIO,20.05244403,27.35480087,12.76207690
1902,LALAQUIZ,2007,JUNIO,21.85029622,29.07216972,14.71101873
1903,SAN MIGUEL DE EL FAIQUE,2007,JUNIO,28.65619048,33.30839683,24.00398413
1904,SONDOR,2007,JUNIO,26.65650349,33.43690440,19.88078435
1905,SONDORILLO,2007,JUNIO,30.04322589,37.18670961,22.92483029
1906,AYABACA,2007,JUNIO,29.69514536,38.76942431,20.58946341
1907,FRIAS,2007,JUNIO,29.49026678,35.66532221,23.31521136
1908,JILILI,2007,JUNIO,29.12120560,35.02807783,23.21477053
1909,LAGUNAS,2007,JUNIO,16.95897947,25.41958539,8.53334975
1910,MONTERO,2007,JUNIO,26.26582779,32.24720540,20.29917250
1911,PACAIPAMPA,2007,JUNIO,28.85710912,35.27607337,22.48054455
1912,PAIMAS,2007,JUNIO,20.61509138,28.29906622,13.02377086
1913,SAPILLICA,2007,JUNIO,25.60000000,33.30000000,18.90000000
1914,PAITA,2007,JULIO,20.02855701,26.96397237,13.45254603
1915,AMOTAPE,2007,JULIO,26.86341216,33.25367074,20.68810338
1916,COLAN,2007,JULIO,28.37010167,34.96053693,22.04954114
1917,EL ARENAL,2007,JULIO,28.92878463,35.68466166,22.40992609
1918,LA HUACA,2007,JULIO,26.15162831,32.21357154,20.29111900
1919,TAMARINDO,2007,JULIO,28.32503281,34.05133394,22.85178571
1920,VICHAYAL,2007,JULIO,26.29625288,32.55513797,20.26908021
1921,CHULUCANAS,2007,JULIO,24.08060570,31.51459308,16.86676530
1922,BUENOS AIRES,2007,JULIO,18.64867776,24.60418406,13.00291631
1923,CHALACO,2007,JULIO,22.02687474,29.09331037,15.16484670
1924,LA MATANZA,2007,JULIO,20.87274821,27.51551072,14.43538147
1925,MORROPON,2007,JULIO,26.53103222,33.19400358,20.14961697
1926,SALITRAL,2007,JULIO,20.34249723,26.76493030,14.15019200
1927,SAN JUAN DE BIGOTE,2007,JULIO,22.78715339,28.59067614,17.20834404
1928,SANTA CATALINA DE MOSSA,2007,JULIO,16.23095432,22.72000279,9.91708640
1929,SANTO DOMINGO,2007,JULIO,21.79265644,28.37952914,15.46778776
1930,YAMANGO,2007,JULIO,22.00381961,28.27964416,16.00957017
1931,HUANCABAMBA,2007,JULIO,28.45925366,34.90109413,22.24618295
1932,CANCHAQUE,2007,JULIO,26.50560839,32.33928588,20.82504808
1933,EL CARMEN DE LA FRONTERA,2007,JULIO,26.54024463,32.33000428,20.95772381
1934,HUARMACA,2007,JULIO,19.36494710,26.33672869,12.65667716
1935,LALAQUIZ,2007,JULIO,19.83993788,26.65127868,13.25570628
1936,SAN MIGUEL DE EL FAIQUE,2007,JULIO,29.42184733,34.15859307,24.82468365
1937,SONDOR,2007,JULIO,26.11490842,32.50688138,19.91276310
1938,SONDORILLO,2007,JULIO,29.96836533,36.44629228,23.69816864
1939,AYABACA,2007,JULIO,29.75889544,36.87155380,22.94305142
1940,FRIAS,2007,JULIO,29.42753714,35.82812871,23.27006896
1941,JILILI,2007,JULIO,28.57568503,34.04333580,23.24274678
1942,LAGUNAS,2007,JULIO,16.14809192,23.89516900,8.93012243
1943,MONTERO,2007,JULIO,25.40295032,31.33290341,19.70599426
1944,PACAIPAMPA,2007,JULIO,28.73227153,35.31165147,22.38410361
1945,PAIMAS,2007,JULIO,18.83656863,25.29729688,12.54722240
1946,SAPILLICA,2007,JULIO,24.90000000,32.10000000,19.30000000
1947,PAITA,2007,AGOSTO,19.96195516,27.30403619,12.83902785
1948,AMOTAPE,2007,AGOSTO,28.05326170,34.94586504,21.34373760
1949,COLAN,2007,AGOSTO,29.47855310,35.75005620,23.38592258
1950,EL ARENAL,2007,AGOSTO,28.04936968,34.00950330,22.29343475
1951,LA HUACA,2007,AGOSTO,27.15711338,33.85891125,20.70743323
1952,TAMARINDO,2007,AGOSTO,27.44393956,32.57364019,22.45127520
1953,VICHAYAL,2007,AGOSTO,25.82584799,31.44483510,20.39575326
1954,CHULUCANAS,2007,AGOSTO,24.18267861,31.51378027,17.10347273
1955,BUENOS AIRES,2007,AGOSTO,18.48672499,23.91525634,13.20478836
1956,CHALACO,2007,AGOSTO,21.82252042,28.94178680,14.96288655
1957,LA MATANZA,2007,AGOSTO,20.46413590,27.11010979,13.98691464
1958,MORROPON,2007,AGOSTO,25.95332684,32.13384924,19.98108180
1959,SALITRAL,2007,AGOSTO,19.54457590,25.75950849,13.48678647
1960,SAN JUAN DE BIGOTE,2007,AGOSTO,22.60458498,28.27442571,17.17333029
1961,SANTA CATALINA DE MOSSA,2007,AGOSTO,15.95429678,22.28533424,9.79387149
1962,SANTO DOMINGO,2007,AGOSTO,21.35535870,27.67940238,15.23388526
1963,YAMANGO,2007,AGOSTO,22.92430003,29.23355629,16.83301786
1964,HUANCABAMBA,2007,AGOSTO,28.01291085,33.73545878,22.48182124
1965,CANCHAQUE,2007,AGOSTO,27.28580798,33.52814270,21.27884129
1966,EL CARMEN DE LA FRONTERA,2007,AGOSTO,26.64660367,31.93239571,21.53282531
1967,HUARMACA,2007,AGOSTO,18.87222620,25.67053857,12.26852232
1968,LALAQUIZ,2007,AGOSTO,20.10791554,26.35245143,14.03539905
1969,SAN MIGUEL DE EL FAIQUE,2007,AGOSTO,29.09679982,34.14717518,24.22764446
1970,SONDOR,2007,AGOSTO,25.98154180,32.33714194,19.84097899
1971,SONDORILLO,2007,AGOSTO,29.50833770,35.66975878,23.51870968
1972,AYABACA,2007,AGOSTO,29.06194768,35.88338913,22.46300065
1973,FRIAS,2007,AGOSTO,28.06073667,33.24963766,23.05160911
1974,JILILI,2007,AGOSTO,28.74635799,34.45916118,23.23710767
1975,LAGUNAS,2007,AGOSTO,15.63153207,23.15995496,8.34885058
1976,MONTERO,2007,AGOSTO,25.48936387,30.83839469,20.31320356
1977,PACAIPAMPA,2007,AGOSTO,28.03886561,33.86140590,22.39124847
1978,PAIMAS,2007,AGOSTO,18.93191953,25.93153151,12.16004867
1979,SAPILLICA,2007,AGOSTO,25.56323688,31.94833412,19.39141466
1980,PAITA,2007,SEPTIEMBRE,19.60497654,27.39757849,11.94544691
1981,AMOTAPE,2007,SEPTIEMBRE,24.63678433,31.66713297,17.40673426
1982,COLAN,2007,SEPTIEMBRE,28.21543041,34.21881446,22.22616375
1983,EL ARENAL,2007,SEPTIEMBRE,27.77895722,33.40332202,22.15459243
1984,LA HUACA,2007,SEPTIEMBRE,25.70755931,31.84702317,19.55440547
1985,TAMARINDO,2007,SEPTIEMBRE,27.38067490,32.52414667,22.25699451
1986,VICHAYAL,2007,SEPTIEMBRE,25.70898945,31.07994096,20.33302522
1987,CHULUCANAS,2007,SEPTIEMBRE,22.97382475,30.17081332,15.77233818
1988,BUENOS AIRES,2007,SEPTIEMBRE,17.10412914,23.52195600,10.68630228
1989,CHALACO,2007,SEPTIEMBRE,20.97491088,28.16842040,13.77610132
1990,LA MATANZA,2007,SEPTIEMBRE,20.06906513,26.87214519,13.27277238
1991,MORROPON,2007,SEPTIEMBRE,25.78633948,31.66982297,19.93357084
1992,SALITRAL,2007,SEPTIEMBRE,18.30533712,24.72513129,11.88554296
1993,SAN JUAN DE BIGOTE,2007,SEPTIEMBRE,22.36655660,28.16362730,16.55548070
1994,SANTA CATALINA DE MOSSA,2007,SEPTIEMBRE,15.50783101,21.81720276,9.18114154
1995,SANTO DOMINGO,2007,SEPTIEMBRE,20.98133836,27.51715028,14.52798951
1996,YAMANGO,2007,SEPTIEMBRE,22.30587625,28.59359796,16.06312809
1997,HUANCABAMBA,2007,SEPTIEMBRE,27.57146406,33.03461120,22.15118323
1998,CANCHAQUE,2007,SEPTIEMBRE,25.87425522,31.72482697,19.97181379
1999,EL CARMEN DE LA FRONTERA,2007,SEPTIEMBRE,26.77277056,32.07909772,21.49824791
2000,HUARMACA,2007,SEPTIEMBRE,18.65401619,25.24498707,12.07778872
2001,LALAQUIZ,2007,SEPTIEMBRE,19.73505481,25.86176724,13.64400162
2002,SAN MIGUEL DE EL FAIQUE,2007,SEPTIEMBRE,28.60445261,33.31633797,23.86605749
2003,SONDOR,2007,SEPTIEMBRE,24.61554143,30.47608624,18.68258662
2004,SONDORILLO,2007,SEPTIEMBRE,28.68678933,34.29338591,23.10178320
2005,AYABACA,2007,SEPTIEMBRE,27.73384336,34.36674045,21.03926729
2006,FRIAS,2007,SEPTIEMBRE,27.80206424,32.64356848,22.91084853
2007,JILILI,2007,SEPTIEMBRE,27.63626077,32.96531236,22.29304693
2008,LAGUNAS,2007,SEPTIEMBRE,15.49906631,23.06659724,7.87481677
2009,MONTERO,2007,SEPTIEMBRE,25.02897513,29.93349303,20.14210243
2010,PACAIPAMPA,2007,SEPTIEMBRE,27.79669438,33.28786170,22.25098045
2011,PAIMAS,2007,SEPTIEMBRE,18.91978587,26.27001501,11.34653104
2012,SAPILLICA,2007,SEPTIEMBRE,24.50000000,30.70000000,18.30000000
2013,PAITA,2007,OCTUBRE,18.46342559,27.48887814,9.75626870
2014,AMOTAPE,2007,OCTUBRE,21.22306546,28.75301837,13.81475631
2015,COLAN,2007,OCTUBRE,25.53938013,32.70749952,18.45401718
2016,EL ARENAL,2007,OCTUBRE,26.45479780,31.65784623,21.25463090
2017,LA HUACA,2007,OCTUBRE,22.87165854,30.53237942,15.48996057
2018,TAMARINDO,2007,OCTUBRE,25.71438250,32.65442372,18.73245562
2019,VICHAYAL,2007,OCTUBRE,24.62090400,29.56328316,19.70623953
2020,CHULUCANAS,2007,OCTUBRE,19.48253185,28.83056195,10.33631261
2021,BUENOS AIRES,2007,OCTUBRE,16.18339637,21.96546074,10.55825902
2022,CHALACO,2007,OCTUBRE,17.94407064,27.36319990,8.77091725
2023,LA MATANZA,2007,OCTUBRE,18.56047762,26.53942952,10.77052434
2024,MORROPON,2007,OCTUBRE,25.48482513,31.80726679,19.27015352
2025,SALITRAL,2007,OCTUBRE,16.78197173,23.51435091,10.22083794
2026,SAN JUAN DE BIGOTE,2007,OCTUBRE,21.45825775,28.43970841,14.77956282
2027,SANTA CATALINA DE MOSSA,2007,OCTUBRE,12.71711193,20.15853367,5.39242905
2028,SANTO DOMINGO,2007,OCTUBRE,20.25706852,27.76080710,12.90732227
2029,YAMANGO,2007,OCTUBRE,21.33722576,28.49922576,14.39161024
2030,HUANCABAMBA,2007,OCTUBRE,27.69537239,34.59524287,21.07030189
2031,CANCHAQUE,2007,OCTUBRE,23.35015165,30.65909783,16.30173799
2032,EL CARMEN DE LA FRONTERA,2007,OCTUBRE,25.23952459,30.62912505,19.96977933
2033,HUARMACA,2007,OCTUBRE,17.46803795,24.48653935,10.53987984
2034,LALAQUIZ,2007,OCTUBRE,17.45961786,24.64785961,10.33004936
2035,SAN MIGUEL DE EL FAIQUE,2007,OCTUBRE,27.51225515,32.08754659,22.96836914
2036,SONDOR,2007,OCTUBRE,22.71036512,29.93058204,15.73324942
2037,SONDORILLO,2007,OCTUBRE,27.34379959,35.74657828,19.08232476
2038,AYABACA,2007,OCTUBRE,23.99215802,33.66681274,14.49706954
2039,FRIAS,2007,OCTUBRE,25.84659786,30.07333667,21.65800490
2040,JILILI,2007,OCTUBRE,24.91750557,31.36661521,18.72280216
2041,LAGUNAS,2007,OCTUBRE,14.87446787,23.35421083,6.72162920
2042,MONTERO,2007,OCTUBRE,23.15170569,28.39870443,17.96947725
2043,PACAIPAMPA,2007,OCTUBRE,26.59212383,31.91357342,21.30735297
2044,PAIMAS,2007,OCTUBRE,16.88293512,25.81829997,8.23474846
2045,SAPILLICA,2007,OCTUBRE,21.40000000,29.80000000,15.10000000
2046,PAITA,2007,NOVIEMBRE,14.90914098,25.33654475,4.71060107
2047,AMOTAPE,2007,NOVIEMBRE,18.29884845,25.32097592,11.50264036
2048,COLAN,2007,NOVIEMBRE,21.74911828,28.68207078,14.89757144
2049,EL ARENAL,2007,NOVIEMBRE,24.22636932,29.82919242,18.80521581
2050,LA HUACA,2007,NOVIEMBRE,17.57812775,25.17082852,10.00263090
2051,TAMARINDO,2007,NOVIEMBRE,26.57774544,33.22421369,19.95124611
2052,VICHAYAL,2007,NOVIEMBRE,23.87734228,30.00322396,17.93586583
2053,CHULUCANAS,2007,NOVIEMBRE,15.19528056,24.61697936,5.88052090
2054,BUENOS AIRES,2007,NOVIEMBRE,15.27799465,22.36078123,8.41093771
2055,CHALACO,2007,NOVIEMBRE,14.53501987,24.76105572,4.38130322
2056,LA MATANZA,2007,NOVIEMBRE,16.86214955,26.11444016,7.67315990
2057,MORROPON,2007,NOVIEMBRE,24.31455035,31.98091256,16.90349863
2058,SALITRAL,2007,NOVIEMBRE,15.24525575,22.82395396,7.90377463
2059,SAN JUAN DE BIGOTE,2007,NOVIEMBRE,19.17575206,27.41844829,11.09686440
2060,SANTA CATALINA DE MOSSA,2007,NOVIEMBRE,12.04824537,21.21043749,3.17080453
2061,SANTO DOMINGO,2007,NOVIEMBRE,18.24552725,27.76391195,9.07467451
2062,YAMANGO,2007,NOVIEMBRE,19.87256475,28.97195770,11.17614973
2063,HUANCABAMBA,2007,NOVIEMBRE,25.87087472,34.18145300,17.58851832
2064,CANCHAQUE,2007,NOVIEMBRE,18.51524692,25.44685485,11.66430342
2065,EL CARMEN DE LA FRONTERA,2007,NOVIEMBRE,23.85500953,30.12204786,17.80311085
2066,HUARMACA,2007,NOVIEMBRE,15.80379107,23.94197628,7.83207079
2067,LALAQUIZ,2007,NOVIEMBRE,16.21762732,24.43671870,8.33852674
2068,SAN MIGUEL DE EL FAIQUE,2007,NOVIEMBRE,25.17249331,30.16400045,20.31121424
2069,SONDOR,2007,NOVIEMBRE,19.47780825,26.43351112,12.59261538
2070,SONDORILLO,2007,NOVIEMBRE,24.08862895,32.92338967,15.30373185
2071,AYABACA,2007,NOVIEMBRE,19.98715794,29.12961007,10.90991710
2072,FRIAS,2007,NOVIEMBRE,24.71141904,29.24416947,20.30841881
2073,JILILI,2007,NOVIEMBRE,21.00291212,27.00036213,15.07014600
2074,LAGUNAS,2007,NOVIEMBRE,12.86563184,23.08619900,2.98520454
2075,MONTERO,2007,NOVIEMBRE,21.25931788,26.33351791,16.22357993
2076,PACAIPAMPA,2007,NOVIEMBRE,24.01398721,29.71731338,18.48258601
2077,PAIMAS,2007,NOVIEMBRE,14.51964609,24.50050764,4.63983660
2078,SAPILLICA,2007,NOVIEMBRE,18.90000000,27.20000000,11.60000000
2079,PAITA,2007,DICIEMBRE,14.16539589,24.27824249,4.42971424
2080,AMOTAPE,2007,DICIEMBRE,13.04462747,19.20904588,7.06344116
2081,COLAN,2007,DICIEMBRE,17.06414410,23.36981302,10.87357128
2082,EL ARENAL,2007,DICIEMBRE,24.30727762,30.25282093,18.39439653
2083,LA HUACA,2007,DICIEMBRE,15.28617012,23.38471383,7.33839187
2084,TAMARINDO,2007,DICIEMBRE,25.21524103,31.83783896,18.66938588
2085,VICHAYAL,2007,DICIEMBRE,23.04767247,29.64351680,16.66598673
2086,CHULUCANAS,2007,DICIEMBRE,11.21970235,20.29318121,2.26543712
2087,BUENOS AIRES,2007,DICIEMBRE,15.34236300,22.20248709,8.73459170
2088,CHALACO,2007,DICIEMBRE,12.71775394,22.76101060,2.90910220
2089,LA MATANZA,2007,DICIEMBRE,16.40643424,25.70854819,7.15699485
2090,MORROPON,2007,DICIEMBRE,24.08884664,31.73102971,16.44617507
2091,SALITRAL,2007,DICIEMBRE,15.45635675,23.26111983,7.93839933
2092,SAN JUAN DE BIGOTE,2007,DICIEMBRE,18.19286377,27.01736516,9.33501055
2093,SANTA CATALINA DE MOSSA,2007,DICIEMBRE,12.15756764,20.51579664,3.86297306
2094,SANTO DOMINGO,2007,DICIEMBRE,16.63903097,26.30030871,7.04097185
2095,YAMANGO,2007,DICIEMBRE,20.74528909,28.49017921,13.05471264
2096,HUANCABAMBA,2007,DICIEMBRE,23.17309479,31.80372917,14.72012994
2097,CANCHAQUE,2007,DICIEMBRE,17.48259045,25.34009781,9.89327291
2098,EL CARMEN DE LA FRONTERA,2007,DICIEMBRE,22.04300424,28.29867911,15.92161900
2099,HUARMACA,2007,DICIEMBRE,15.59141418,23.77163366,7.60811651
2100,LALAQUIZ,2007,DICIEMBRE,16.45255084,24.46711454,8.43968955
2101,SAN MIGUEL DE EL FAIQUE,2007,DICIEMBRE,24.91961799,29.86197329,19.95809223
2102,SONDOR,2007,DICIEMBRE,19.51268807,26.78342158,12.37632204
2103,SONDORILLO,2007,DICIEMBRE,19.51395180,27.51768537,11.71535407
2104,AYABACA,2007,DICIEMBRE,13.89693345,21.81281194,6.12573338
2105,FRIAS,2007,DICIEMBRE,25.03403291,30.02641392,20.18455135
2106,JILILI,2007,DICIEMBRE,19.79956004,26.29538566,13.45852981
2107,LAGUNAS,2007,DICIEMBRE,13.00583332,23.04333331,2.97109196
2108,MONTERO,2007,DICIEMBRE,21.13366462,26.23985369,16.08313036
2109,PACAIPAMPA,2007,DICIEMBRE,24.09309862,30.30092187,17.93499909
2110,PAIMAS,2007,DICIEMBRE,13.66442600,23.51003167,3.93571220
2111,SAPILLICA,2007,DICIEMBRE,17.40000000,24.90000000,9.48000000
2112,PAITA,2007,ANUAL,17.72370315,26.90818532,8.76071064
2113,AMOTAPE,2007,ANUAL,19.65393745,26.69193287,12.70888665
2114,COLAN,2007,ANUAL,22.93048155,29.98896205,15.93349047
2115,EL ARENAL,2007,ANUAL,26.68548427,32.76431455,20.65461769
2116,LA HUACA,2007,ANUAL,21.12308632,28.12981940,14.19193373
2117,TAMARINDO,2007,ANUAL,26.48220327,33.22296936,19.79030811
2118,VICHAYAL,2007,ANUAL,25.39996933,31.68549042,19.16991023
2119,CHULUCANAS,2007,ANUAL,18.29660893,27.10007718,9.55700206
2120,BUENOS AIRES,2007,ANUAL,17.31571559,23.85741234,10.87921112
2121,CHALACO,2007,ANUAL,17.70706432,26.72110174,8.78010840
2122,LA MATANZA,2007,ANUAL,19.16719855,27.33160558,11.06921333
2123,MORROPON,2007,ANUAL,26.12850822,33.36226055,18.99057371
2124,SALITRAL,2007,ANUAL,18.00653033,25.31161914,10.82882767
2125,SAN JUAN DE BIGOTE,2007,ANUAL,21.21645339,28.82606816,13.67832150
2126,SANTA CATALINA DE MOSSA,2007,ANUAL,14.53119853,22.38480194,6.72968905
2127,SANTO DOMINGO,2007,ANUAL,20.26789394,28.44983512,12.21847385
2128,YAMANGO,2007,ANUAL,22.38237678,30.24211792,14.66879195
2129,HUANCABAMBA,2007,ANUAL,26.02326689,34.16656778,18.07311426
2130,CANCHAQUE,2007,ANUAL,21.71111710,28.39825965,15.09758205
2131,EL CARMEN DE LA FRONTERA,2007,ANUAL,25.45838829,31.49411482,19.49018282
2132,HUARMACA,2007,ANUAL,17.88411550,25.49777451,10.37874331
2133,LALAQUIZ,2007,ANUAL,18.85851504,26.17725767,11.57708310
2134,SAN MIGUEL DE EL FAIQUE,2007,ANUAL,27.05834000,31.85593933,22.29216844
2135,SONDOR,2007,ANUAL,22.56572441,29.55044753,15.63548357
2136,SONDORILLO,2007,ANUAL,24.91142133,33.04507243,16.83988253
2137,AYABACA,2007,ANUAL,22.29319086,30.90305054,13.75233379
2138,FRIAS,2007,ANUAL,26.83184023,32.05067421,21.65784152
2139,JILILI,2007,ANUAL,23.91815867,29.80161262,18.09595504
2140,LAGUNAS,2007,ANUAL,14.79428267,23.78216922,6.02623023
2141,MONTERO,2007,ANUAL,23.26716000,28.63334756,17.96426354
2142,PACAIPAMPA,2007,ANUAL,26.49314264,32.71416659,20.31830507
2143,PAIMAS,2007,ANUAL,16.92692225,25.78200929,8.13488377
2144,SAPILLICA,2007,ANUAL,21.77635514,29.34821987,14.67308493
2145,PAITA,2008,ENERO,13.06813374,23.74612076,2.40830025
2146,AMOTAPE,2008,ENERO,11.63519694,17.40476679,5.77621054
2147,COLAN,2008,ENERO,16.90444933,24.20959826,9.54974120
2148,EL ARENAL,2008,ENERO,23.82876012,29.94057617,17.74022188
2149,LA HUACA,2008,ENERO,12.79011402,20.82393894,4.75628909
2150,TAMARINDO,2008,ENERO,24.32108199,32.10896353,16.55455873
2151,VICHAYAL,2008,ENERO,22.98596230,29.47915318,16.40764286
2152,CHULUCANAS,2008,ENERO,10.10739899,18.72009804,1.41403211
2153,BUENOS AIRES,2008,ENERO,14.49923821,21.68814036,7.30610728
2154,CHALACO,2008,ENERO,11.31530370,21.65853676,0.88452983
2155,LA MATANZA,2008,ENERO,14.88957690,24.30222971,5.45651466
