,ENTIDAD,AÃ±o,Mes,Temperatura_promedio,Temperatura_maxima,Temperatura_minima
1152,PACAIPAMPA,2005,SEPTIEMBRE,28.217,34.076,22.359
1153,PAIMAS,2005,SEPTIEMBRE,18.46,26.181,10.74
1154,SAPILLICA,2005,SEPTIEMBRE,23.373,30.096,16.651
1155,PAITA,2005,OCTUBRE,17.605,26.303,8.907
1156,AMOTAPE,2005,OCTUBRE,20.694,27.76,13.628
1157,COLÁN,2005,OCTUBRE,23.931,31.577,16.286
1158,EL ARENAL,2005,OCTUBRE,25.077,30.658,19.496
1159,LA HUACA,2005,OCTUBRE,22.304,30.236,14.372
1160,TAMARINDO,2005,OCTUBRE,26.912,32.145,21.679
1161,VICHAYAL,2005,OCTUBRE,23.137,28.81,17.463
1162,CHULUCANAS,2005,OCTUBRE,19.737,28.165,11.308
1163,BUENOS AIRES,2005,OCTUBRE,15.533,21.998,9.068
1164,CHALACO,2005,OCTUBRE,19.522,28.09,10.955
1165,LA MATANZA,2005,OCTUBRE,18.336,26.481,10.19
1166,MORROPÓN,2005,OCTUBRE,24.853,31.427,18.278
1167,SALITRAL,2005,OCTUBRE,18.085,23.548,12.622
1168,SAN JUAN DE BIGOTE,2005,OCTUBRE,21.005,28.513,13.497
1169,SANTA CATALINA DE MOSSA,2005,OCTUBRE,15.596,22.554,8.639
1170,SANTO DOMINGO,2005,OCTUBRE,21.174,27.881,14.468
1171,YAMANGO,2005,OCTUBRE,19.535,25.898,13.172
1172,HUANCABAMBA,2005,OCTUBRE,27.238,32.975,21.5
1173,CANCHAQUE,2005,OCTUBRE,16.51,23.782,9.237
1174,EL CARMEN DE LA FRONTERA,2005,OCTUBRE,24.849,30.454,19.243
1175,HUARMACA,2005,OCTUBRE,18.868,24.537,13.2
1176,LALAQUIZ,2005,OCTUBRE,19.009,25.279,12.74
1177,SAN MIGUEL DE EL FAIQUE,2005,OCTUBRE,25.641,30.965,20.317
1178,SONDOR,2005,OCTUBRE,21.064,27.68,14.449
1179,SONDORILLO,2005,OCTUBRE,27.609,35.085,20.133
1180,AYABACA,2005,OCTUBRE,24.526,33.919,15.132
1181,FRÍAS,2005,OCTUBRE,27.224,31.663,22.784
1182,JILILÍ,2005,OCTUBRE,25.351,30.418,20.284
1183,LAGUNAS,2005,OCTUBRE,13.826,22.581,5.071
1184,MONTERO,2005,OCTUBRE,25.145,29.79,20.5
1185,PACAIPAMPA,2005,OCTUBRE,25.778,30.96,20.595
1186,PAIMAS,2005,OCTUBRE,17.014,25.157,8.871
1187,SAPILLICA,2005,OCTUBRE,21.646,28.353,14.94
1188,PAITA,2005,NOVIEMBRE,14.85,25.009,4.692
1189,AMOTAPE,2005,NOVIEMBRE,17.962,25.131,10.793
1190,COLÁN,2005,NOVIEMBRE,21.129,29.905,12.352
1191,EL ARENAL,2005,NOVIEMBRE,23.534,29.712,17.356
1192,LA HUACA,2005,NOVIEMBRE,16.887,26.027,7.746
1193,TAMARINDO,2005,NOVIEMBRE,26.087,32.563,19.611
1194,VICHAYAL,2005,NOVIEMBRE,22.519,28.907,16.132
1195,CHULUCANAS,2005,NOVIEMBRE,14.614,24.831,4.397
1196,BUENOS AIRES,2005,NOVIEMBRE,14.134,21.907,6.362
1197,CHALACO,2005,NOVIEMBRE,14.817,24.749,4.886
1198,LA MATANZA,2005,NOVIEMBRE,16.154,25.568,6.741
1199,MORROPÓN,2005,NOVIEMBRE,24.325,31.793,16.858
1200,SALITRAL,2005,NOVIEMBRE,14.727,21.219,8.235
1201,SAN JUAN DE BIGOTE,2005,NOVIEMBRE,18.49,28.028,8.951
1202,SANTA CATALINA DE MOSSA,2005,NOVIEMBRE,13.99,22.443,5.537
1203,SANTO DOMINGO,2005,NOVIEMBRE,18,27.132,8.869
1204,YAMANGO,2005,NOVIEMBRE,18.682,25.998,11.366
1205,HUANCABAMBA,2005,NOVIEMBRE,24.718,32.856,16.58
1206,CANCHAQUE,2005,NOVIEMBRE,13.727,21.698,5.756
1207,EL CARMEN DE LA FRONTERA,2005,NOVIEMBRE,23.323,29.542,17.104
1208,HUARMACA,2005,NOVIEMBRE,16.782,23.154,10.41
1209,LALAQUIZ,2005,NOVIEMBRE,16.682,24.298,9.066
1210,SAN MIGUEL DE EL FAIQUE,2005,NOVIEMBRE,24.4,30.243,18.557
1211,SONDOR,2005,NOVIEMBRE,17.701,25.577,9.825
1212,SONDORILLO,2005,NOVIEMBRE,23.941,33.664,14.217
1213,AYABACA,2005,NOVIEMBRE,19.938,30.877,8.999
1214,FRÍAS,2005,NOVIEMBRE,25.589,30.152,21.025
1215,JILILÍ,2005,NOVIEMBRE,21.711,28.299,15.123
1216,LAGUNAS,2005,NOVIEMBRE,12.45,22.545,2.355
1217,MONTERO,2005,NOVIEMBRE,21.249,26.806,15.692
1218,PACAIPAMPA,2005,NOVIEMBRE,24.249,29.83,18.669
1219,PAIMAS,2005,NOVIEMBRE,13.701,23.414,3.989
1220,SAPILLICA,2005,NOVIEMBRE,19.096,26.996,11.195
1221,PAITA,2005,DICIEMBRE,13.092,23.138,3.046
1222,AMOTAPE,2005,DICIEMBRE,14.058,21.174,6.942
1223,COLÁN,2005,DICIEMBRE,18.036,27.019,9.054
1224,EL ARENAL,2005,DICIEMBRE,23.364,29.524,17.204
1225,LA HUACA,2005,DICIEMBRE,13.845,23.202,4.488
1226,TAMARINDO,2005,DICIEMBRE,24.989,31.721,18.258
1227,VICHAYAL,2005,DICIEMBRE,22.471,29.107,15.836
1228,CHULUCANAS,2005,DICIEMBRE,11.305,20.903,1.707
1229,BUENOS AIRES,2005,DICIEMBRE,14.08,22.18,5.98
1230,CHALACO,2005,DICIEMBRE,12.306,22.033,2.58
1231,LA MATANZA,2005,DICIEMBRE,15.027,24.74,5.314
1232,MORROPÓN,2005,DICIEMBRE,22.584,30.667,14.5
1233,SALITRAL,2005,DICIEMBRE,14.839,22.017,7.661
1234,SAN JUAN DE BIGOTE,2005,DICIEMBRE,16.579,26.34,6.818
1235,SANTA CATALINA DE MOSSA,2005,DICIEMBRE,13.383,21.979,4.788
1236,SANTO DOMINGO,2005,DICIEMBRE,17.967,27.059,8.875
1237,YAMANGO,2005,DICIEMBRE,17.716,25.44,9.992
1238,HUANCABAMBA,2005,DICIEMBRE,21.759,30.528,12.99
1239,CANCHAQUE,2005,DICIEMBRE,11.933,19.635,4.23
1240,EL CARMEN DE LA FRONTERA,2005,DICIEMBRE,22.92,29.622,16.218
1241,HUARMACA,2005,DICIEMBRE,16.251,23.014,9.488
1242,LALAQUIZ,2005,DICIEMBRE,16.192,23.858,8.527
1243,SAN MIGUEL DE EL FAIQUE,2005,DICIEMBRE,23.538,29.79,17.286
1244,SONDOR,2005,DICIEMBRE,16.231,24.066,8.396
1245,SONDORILLO,2005,DICIEMBRE,20.045,29.766,10.325
1246,AYABACA,2005,DICIEMBRE,17.492,27.583,7.401
1247,FRÍAS,2005,DICIEMBRE,25.026,29.412,20.64
1248,JILILÍ,2005,DICIEMBRE,19.17,25.053,13.288
1249,LAGUNAS,2005,DICIEMBRE,11.608,21.647,1.569
1250,MONTERO,2005,DICIEMBRE,19.219,24.255,14.183
1251,PACAIPAMPA,2005,DICIEMBRE,23.803,29.809,17.797
1252,PAIMAS,2005,DICIEMBRE,11.803,20.894,2.713
1253,SAPILLICA,2005,DICIEMBRE,17.582,25.537,9.628
1254,PAITA,2005,ANUAL,17.315,26.479,8.152
1255,AMOTAPE,2005,ANUAL,19.689,26.795,12.583
1256,COLÁN,2005,ANUAL,22.357,30.602,14.112
1257,EL ARENAL,2005,ANUAL,26.067,32.87,19.264
1258,LA HUACA,2005,ANUAL,21.41,29.962,12.858
1259,TAMARINDO,2005,ANUAL,26.507,32.736,20.278
1260,VICHAYAL,2005,ANUAL,23.956,30.462,17.449
1261,CHULUCANAS,2005,ANUAL,18.472,27.114,9.83
1262,BUENOS AIRES,2005,ANUAL,16.13,23.748,8.511
1263,CHALACO,2005,ANUAL,18.578,27.542,9.615
1264,LA MATANZA,2005,ANUAL,18.535,27.299,9.772
1265,MORROPÓN,2005,ANUAL,25.37,32.703,18.036
1266,SALITRAL,2005,ANUAL,18.339,25.406,11.273
1267,SAN JUAN DE BIGOTE,2005,ANUAL,20.412,29.072,11.751
1268,SANTA CATALINA DE MOSSA,2005,ANUAL,15.91,23.952,7.868
1269,SANTO DOMINGO,2005,ANUAL,20.664,28.784,12.544
1270,YAMANGO,2005,ANUAL,20.502,27.989,13.015
1271,HUANCABAMBA,2005,ANUAL,25.487,33.087,17.888
1272,CANCHAQUE,2005,ANUAL,16.114,24.271,7.957
1273,EL CARMEN DE LA FRONTERA,2005,ANUAL,24.862,31.139,18.584
1274,HUARMACA,2005,ANUAL,18.435,24.692,12.179
1275,LALAQUIZ,2005,ANUAL,19.461,26.804,12.117
1276,SAN MIGUEL DE EL FAIQUE,2005,ANUAL,25.965,32.324,19.606
1277,SONDOR,2005,ANUAL,21.108,28.767,13.45
1278,SONDORILLO,2005,ANUAL,25.29,33.401,17.179
1279,AYABACA,2005,ANUAL,22.892,32.176,13.608
1280,FRÍAS,2005,ANUAL,27.899,33.388,22.409
1281,JILILÍ,2005,ANUAL,24.955,30.967,18.943
1282,LAGUNAS,2005,ANUAL,14.39,23.782,4.998
1283,MONTERO,2005,ANUAL,24.458,30.375,18.541
1284,PACAIPAMPA,2005,ANUAL,26.586,33.101,20.07
1285,PAIMAS,2005,ANUAL,16.419,25.172,7.666
1286,SAPILLICA,2005,ANUAL,21.392,28.968,13.816
1287,PAITA,2006,ENERO,13.129,24.115,2.143
1288,AMOTAPE,2006,ENERO,13.847,21.143,6.552
1289,COLÁN,2006,ENERO,17.787,25.508,10.067
1290,EL ARENAL,2006,ENERO,23.361,29.165,17.558
1291,LA HUACA,2006,ENERO,14.282,22.967,5.597
1292,TAMARINDO,2006,ENERO,25.189,32.388,17.99
1293,VICHAYAL,2006,ENERO,24.176,30.429,17.924
1294,CHULUCANAS,2006,ENERO,11.425,21.177,1.673
1295,BUENOS AIRES,2006,ENERO,14.209,21.784,6.633
1296,CHALACO,2006,ENERO,11.798,22.158,1.438
1297,LA MATANZA,2006,ENERO,15.524,25.066,5.983
1298,MORROPÓN,2006,ENERO,24.28,32.217,16.344
1299,SALITRAL,2006,ENERO,14.017,22.306,5.728
1300,SAN JUAN DE BIGOTE,2006,ENERO,16.389,26.268,6.51
1301,SANTA CATALINA DE MOSSA,2006,ENERO,11.708,21.137,2.278
1302,SANTO DOMINGO,2006,ENERO,17.323,27.174,7.472
1303,YAMANGO,2006,ENERO,19.118,28.447,9.789
1304,HUANCABAMBA,2006,ENERO,21.804,31.559,12.049
1305,CANCHAQUE,2006,ENERO,15.622,24.713,6.53
1306,EL CARMEN DE LA FRONTERA,2006,ENERO,22.631,29.318,15.945
1307,HUARMACA,2006,ENERO,15.305,22.594,8.017
1308,LALAQUIZ,2006,ENERO,15.375,23.606,7.144
1309,SAN MIGUEL DE EL FAIQUE,2006,ENERO,24.288,29.153,19.424
1310,SONDOR,2006,ENERO,17.262,25.983,8.542
1311,SONDORILLO,2006,ENERO,19.932,29.549,10.314
1312,AYABACA,2006,ENERO,14.78,24.607,4.953
1313,FRÍAS,2006,ENERO,24.275,28.702,19.847
1314,JILILÍ,2006,ENERO,18.653,26.174,11.133
1315,LAGUNAS,2006,ENERO,11.187,21.222,1.152
1316,MONTERO,2006,ENERO,19.708,25.142,14.275
1317,PACAIPAMPA,2006,ENERO,23.28,29.525,17.035
1318,PAIMAS,2006,ENERO,12.629,22.739,2.519
1319,SAPILLICA,2006,ENERO,17.634,25.876,9.392
1320,PAITA,2006,FEBRERO,16.003,26.869,5.137
1321,AMOTAPE,2006,FEBRERO,14.875,22.023,7.727
1322,COLÁN,2006,FEBRERO,19.182,26.84,11.523
1323,EL ARENAL,2006,FEBRERO,23.636,29.89,17.382
1324,LA HUACA,2006,FEBRERO,15.5,23.805,7.195
1325,TAMARINDO,2006,FEBRERO,25.147,32.629,17.666
1326,VICHAYAL,2006,FEBRERO,23.861,31.029,16.694
1327,CHULUCANAS,2006,FEBRERO,14.359,23.712,5.005
1328,BUENOS AIRES,2006,FEBRERO,16.737,24.144,9.331
1329,CHALACO,2006,FEBRERO,15.176,25.557,4.795
1330,LA MATANZA,2006,FEBRERO,18.101,27.404,8.798
1331,MORROPÓN,2006,FEBRERO,25.635,33.391,17.879
1332,SALITRAL,2006,FEBRERO,16.136,24.405,7.867
1333,SAN JUAN DE BIGOTE,2006,FEBRERO,20.023,29.494,10.552
1334,SANTA CATALINA DE MOSSA,2006,FEBRERO,13.794,22.945,4.644
1335,SANTO DOMINGO,2006,FEBRERO,19.742,29.053,10.43
1336,YAMANGO,2006,FEBRERO,21.28,29.915,12.645
1337,HUANCABAMBA,2006,FEBRERO,23.46,33.067,13.852
1338,CANCHAQUE,2006,FEBRERO,16.365,24.422,8.308
1339,EL CARMEN DE LA FRONTERA,2006,FEBRERO,23.3,30.304,16.297
1340,HUARMACA,2006,FEBRERO,16.287,25.086,7.488
1341,LALAQUIZ,2006,FEBRERO,17.728,25.926,9.53
1342,SAN MIGUEL DE EL FAIQUE,2006,FEBRERO,24.15,29.259,19.042
1343,SONDOR,2006,FEBRERO,19.263,27.717,10.81
1344,SONDORILLO,2006,FEBRERO,21.852,31.626,12.079
1345,AYABACA,2006,FEBRERO,17.194,26.385,8.003
1346,FRÍAS,2006,FEBRERO,24.506,29.279,19.733
1347,JILILÍ,2006,FEBRERO,19.337,26.477,12.196
1348,LAGUNAS,2006,FEBRERO,12.546,22.788,2.304
1349,MONTERO,2006,FEBRERO,20.596,26.106,15.086
1350,PACAIPAMPA,2006,FEBRERO,23.677,30.181,17.173
1351,PAIMAS,2006,FEBRERO,15.591,25.79,5.391
1352,SAPILLICA,2006,FEBRERO,19.22,27.422,11.018
1353,PAITA,2006,MARZO,17.707,28.824,6.59
1354,AMOTAPE,2006,MARZO,13.519,19.918,7.121
1355,COLÁN,2006,MARZO,19.052,26.987,11.118
1356,EL ARENAL,2006,MARZO,26.195,33.378,19.013
1357,LA HUACA,2006,MARZO,19.986,27.962,12.01
1358,TAMARINDO,2006,MARZO,24.798,31.913,17.683
1359,VICHAYAL,2006,MARZO,24.716,31.152,18.28
1360,CHULUCANAS,2006,MARZO,15.655,25.247,6.063
1361,BUENOS AIRES,2006,MARZO,17.604,26.25,8.958
1362,CHALACO,2006,MARZO,17.174,27.688,6.659
1363,LA MATANZA,2006,MARZO,19.936,29.721,10.151
1364,MORROPÓN,2006,MARZO,26.594,34.753,18.434
1365,SALITRAL,2006,MARZO,16.631,26.204,7.059
1366,SAN JUAN DE BIGOTE,2006,MARZO,21.214,31.038,11.389
1367,SANTA CATALINA DE MOSSA,2006,MARZO,16.166,25.947,6.384
1368,SANTO DOMINGO,2006,MARZO,20.864,30.709,11.02
1369,YAMANGO,2006,MARZO,23.354,32.453,14.255
1370,HUANCABAMBA,2006,MARZO,23.827,33.533,14.121
1371,CANCHAQUE,2006,MARZO,21.965,29.811,14.119
1372,EL CARMEN DE LA FRONTERA,2006,MARZO,25.353,32.976,17.731
1373,HUARMACA,2006,MARZO,16.272,25.327,7.218
1374,LALAQUIZ,2006,MARZO,19.533,28.348,10.717
1375,SAN MIGUEL DE EL FAIQUE,2006,MARZO,25.67,31.08,20.26
1376,SONDOR,2006,MARZO,22.523,31.237,13.809
1377,SONDORILLO,2006,MARZO,21.977,32.067,11.886
1378,AYABACA,2006,MARZO,17.72,26.998,8.442
1379,FRÍAS,2006,MARZO,27.374,33.259,21.489
1380,JILILÍ,2006,MARZO,24.012,30.717,17.307
1381,LAGUNAS,2006,MARZO,14.239,24.011,4.466
1382,MONTERO,2006,MARZO,23.321,29.661,16.981
1383,PACAIPAMPA,2006,MARZO,25.469,33.214,17.724
1384,PAIMAS,2006,MARZO,17.184,27.776,6.591
1385,SAPILLICA,2006,MARZO,20.863,29.38,12.345
1386,PAITA,2006,ABRIL,21.079,32.2,9.958
1387,AMOTAPE,2006,ABRIL,16.828,23.707,9.949
1388,COLÁN,2006,ABRIL,21.913,30.089,13.737
1389,EL ARENAL,2006,ABRIL,28.339,35.461,21.218
1390,LA HUACA,2006,ABRIL,24.567,32.637,16.497
1391,TAMARINDO,2006,ABRIL,25.747,32.645,18.85
1392,VICHAYAL,2006,ABRIL,27.111,34.612,19.61
1393,CHULUCANAS,2006,ABRIL,20.11,29.99,10.231
1394,BUENOS AIRES,2006,ABRIL,19.736,27.535,11.937
1395,CHALACO,2006,ABRIL,21.153,32.021,10.285
1396,LA MATANZA,2006,ABRIL,22.767,32.675,12.859
1397,MORROPÓN,2006,ABRIL,28.279,36.424,20.134
1398,SALITRAL,2006,ABRIL,18.523,27.623,9.422
1399,SAN JUAN DE BIGOTE,2006,ABRIL,23.628,33.649,13.608
1400,SANTA CATALINA DE MOSSA,2006,ABRIL,17.795,26.923,8.667
1401,SANTO DOMINGO,2006,ABRIL,23.175,33,13.351
1402,YAMANGO,2006,ABRIL,24.811,34.051,15.571
1403,HUANCABAMBA,2006,ABRIL,26.323,36.412,16.234
1404,CANCHAQUE,2006,ABRIL,25.646,33.937,17.356
1405,EL CARMEN DE LA FRONTERA,2006,ABRIL,27.205,34.617,19.792
1406,HUARMACA,2006,ABRIL,19.063,28.742,9.384
1407,LALAQUIZ,2006,ABRIL,22.469,31.312,13.625
1408,SAN MIGUEL DE EL FAIQUE,2006,ABRIL,27.803,32.9,22.706
1409,SONDOR,2006,ABRIL,26.273,35.476,17.07
1410,SONDORILLO,2006,ABRIL,24.771,35.044,14.498
1411,AYABACA,2006,ABRIL,21.22,31.295,11.146
1412,FRÍAS,2006,ABRIL,29.084,35.487,22.682
1413,JILILÍ,2006,ABRIL,27.287,34.372,20.201
1414,LAGUNAS,2006,ABRIL,16.224,26.619,5.83
1415,MONTERO,2006,ABRIL,25.569,32.466,18.673
1416,PACAIPAMPA,2006,ABRIL,28.273,36.382,20.163
1417,PAIMAS,2006,ABRIL,20.777,31.637,9.917
1418,SAPILLICA,2006,ABRIL,23.548,32.248,14.849
1419,PAITA,2006,MAYO,21.395,31.072,11.719
1420,AMOTAPE,2006,MAYO,21.322,28.628,14.016
1421,COLÁN,2006,MAYO,24.312,32.272,16.353
1422,EL ARENAL,2006,MAYO,28.743,35.366,22.121
1423,LA HUACA,2006,MAYO,25.876,33.871,17.881
1424,TAMARINDO,2006,MAYO,26.774,33.375,20.173
1425,VICHAYAL,2006,MAYO,27.063,33.31,20.815
1426,CHULUCANAS,2006,MAYO,22.998,32.586,13.41
1427,BUENOS AIRES,2006,MAYO,18.917,25.419,12.415
1428,CHALACO,2006,MAYO,21.965,31.787,12.143
1429,LA MATANZA,2006,MAYO,22.376,30.956,13.795
1430,MORROPÓN,2006,MAYO,28.276,35.436,21.116
1431,SALITRAL,2006,MAYO,18.964,26.43,11.498
1432,SAN JUAN DE BIGOTE,2006,MAYO,23.558,32.541,14.576
1433,SANTA CATALINA DE MOSSA,2006,MAYO,17.593,25.113,10.074
1434,SANTO DOMINGO,2006,MAYO,23.597,32.191,15.003
1435,YAMANGO,2006,MAYO,24.677,32.447,16.907
1436,HUANCABAMBA,2006,MAYO,28.046,36.939,19.154
1437,CANCHAQUE,2006,MAYO,24.869,32.825,16.914
1438,EL CARMEN DE LA FRONTERA,2006,MAYO,27.344,33.678,21.009
1439,HUARMACA,2006,MAYO,19.052,26.58,11.524
1440,LALAQUIZ,2006,MAYO,21.97,29.75,14.19
1441,SAN MIGUEL DE EL FAIQUE,2006,MAYO,28.688,33.063,24.314
1442,SONDOR,2006,MAYO,26.338,34.545,18.131
1443,SONDORILLO,2006,MAYO,27.24,36.843,17.638
1444,AYABACA,2006,MAYO,25.462,35.683,15.242
1445,FRÍAS,2006,MAYO,29.25,34.834,23.666
1446,JILILÍ,2006,MAYO,27.792,34.321,21.263
1447,LAGUNAS,2006,MAYO,16.014,23.795,8.233
1448,MONTERO,2006,MAYO,26.419,32.672,20.166
1449,PACAIPAMPA,2006,MAYO,28.672,35.593,21.75
1450,PAIMAS,2006,MAYO,20.476,29.587,11.365
1451,SAPILLICA,2006,MAYO,24.251,31.985,16.518
1452,PAITA,2006,JUNIO,21.672,30.068,13.277
1453,AMOTAPE,2006,JUNIO,26.104,33.522,18.687
1454,COLÁN,2006,JUNIO,28.117,35.331,20.903
1455,EL ARENAL,2006,JUNIO,27.789,33.403,22.175
1456,LA HUACA,2006,JUNIO,28.427,35.958,20.896
1457,TAMARINDO,2006,JUNIO,29.017,34.358,23.677
1458,VICHAYAL,2006,JUNIO,25.854,31.223,20.485
1459,CHULUCANAS,2006,JUNIO,25.009,33.177,16.841
1460,BUENOS AIRES,2006,JUNIO,18.407,24.234,12.58
1461,CHALACO,2006,JUNIO,22.823,31.073,14.574
1462,LA MATANZA,2006,JUNIO,22.123,29.584,14.662
1463,MORROPÓN,2006,JUNIO,26.631,32.584,20.679
1464,SALITRAL,2006,JUNIO,19.722,26.562,12.881
1465,SAN JUAN DE BIGOTE,2006,JUNIO,24.384,31.438,17.331
1466,SANTA CATALINA DE MOSSA,2006,JUNIO,17.212,23.989,10.434
1467,SANTO DOMINGO,2006,JUNIO,23.106,30.256,15.956
1468,YAMANGO,2006,JUNIO,22.654,29.245,16.064
1469,HUANCABAMBA,2006,JUNIO,30.007,37.099,22.915
1470,CANCHAQUE,2006,JUNIO,27.768,35.595,19.941
1471,EL CARMEN DE LA FRONTERA,2006,JUNIO,26.482,32.076,20.889
1472,HUARMACA,2006,JUNIO,19.337,26.179,12.495
1473,LALAQUIZ,2006,JUNIO,21.333,28.535,14.132
1474,SAN MIGUEL DE EL FAIQUE,2006,JUNIO,28.827,33.443,24.211
1475,SONDOR,2006,JUNIO,26.497,34.157,18.837
1476,SONDORILLO,2006,JUNIO,31.112,38.316,23.907
1477,AYABACA,2006,JUNIO,30.72,39.385,22.054
1478,FRÍAS,2006,JUNIO,27.966,32.84,23.092
1479,JILILÍ,2006,JUNIO,28.648,35.158,22.139
1480,LAGUNAS,2006,JUNIO,16.461,24.422,8.501
1481,MONTERO,2006,JUNIO,25.121,30.605,19.637
1482,PACAIPAMPA,2006,JUNIO,28.634,34.727,22.541
1483,PAIMAS,2006,JUNIO,21.052,28.894,13.211
1484,SAPILLICA,2006,JUNIO,24.969,31.795,18.144
1485,PAITA,2006,JULIO,20.902,28.223,13.58
1486,AMOTAPE,2006,JULIO,27.312,35.201,19.423
1487,COLÁN,2006,JULIO,30.215,36.651,23.78
1488,EL ARENAL,2006,JULIO,27.893,33.606,22.181
1489,LA HUACA,2006,JULIO,28.309,35.296,21.321
1490,TAMARINDO,2006,JULIO,28.27,33.358,23.182
1491,VICHAYAL,2006,JULIO,26.147,31.594,20.7
1492,CHULUCANAS,2006,JULIO,24.182,31.549,16.816
1493,BUENOS AIRES,2006,JULIO,18.24,23.786,12.695
1494,CHALACO,2006,JULIO,21.954,29.106,14.802
1495,LA MATANZA,2006,JULIO,21.512,28.274,14.749
1496,MORROPÓN,2006,JULIO,26.527,32.552,20.502
1497,SALITRAL,2006,JULIO,19.78,25.821,13.739
1498,SAN JUAN DE BIGOTE,2006,JULIO,23.06,29.097,17.023
1499,SANTA CATALINA DE MOSSA,2006,JULIO,16.182,22.388,9.976
1500,SANTO DOMINGO,2006,JULIO,22.137,28.665,15.608
1501,YAMANGO,2006,JULIO,22.576,29.218,15.933
1502,HUANCABAMBA,2006,JULIO,28.732,34.894,22.57
1503,CANCHAQUE,2006,JULIO,28.386,35.663,21.108
1504,EL CARMEN DE LA FRONTERA,2006,JULIO,26.361,31.807,20.914
1505,HUARMACA,2006,JULIO,18.953,25.386,12.519
1506,LALAQUIZ,2006,JULIO,21.375,27.905,14.846
1507,SAN MIGUEL DE EL FAIQUE,2006,JULIO,29.038,33.44,24.636
1508,SONDOR,2006,JULIO,25.678,32.22,19.135
1509,SONDORILLO,2006,JULIO,30.392,36.906,23.878
1510,AYABACA,2006,JULIO,30.641,37.821,23.462
1511,FRÍAS,2006,JULIO,28.632,33.607,23.658
1512,JILILÍ,2006,JULIO,29.182,35.283,23.082
1513,LAGUNAS,2006,JULIO,16.226,23.688,8.764
1514,MONTERO,2006,JULIO,24.931,29.832,20.031
1515,PACAIPAMPA,2006,JULIO,28.475,34.471,22.48
1516,PAIMAS,2006,JULIO,20.215,27.026,13.404
1517,SAPILLICA,2006,JULIO,24.763,31.073,18.453
1518,PAITA,2006,AGOSTO,19.917,26.552,13.282
1519,AMOTAPE,2006,AGOSTO,27.001,33.866,20.137
1520,COLÁN,2006,AGOSTO,29.722,35.833,23.611
1521,EL ARENAL,2006,AGOSTO,27.916,33.76,22.073
1522,LA HUACA,2006,AGOSTO,28.503,35.393,21.612
1523,TAMARINDO,2006,AGOSTO,27.861,33.043,22.68
1524,VICHAYAL,2006,AGOSTO,26.47,32.099,20.841
1525,CHULUCANAS,2006,AGOSTO,22.809,29.4,16.219
1526,BUENOS AIRES,2006,AGOSTO,18.246,23.605,12.888
1527,CHALACO,2006,AGOSTO,21.46,28.13,14.79
1528,LA MATANZA,2006,AGOSTO,20.854,26.913,14.795
1529,MORROPÓN,2006,AGOSTO,26.236,32.01,20.462
1530,SALITRAL,2006,AGOSTO,19.817,25.912,13.722
1531,SAN JUAN DE BIGOTE,2006,AGOSTO,22.634,28.133,17.135
1532,SANTA CATALINA DE MOSSA,2006,AGOSTO,15.982,21.919,10.046
1533,SANTO DOMINGO,2006,AGOSTO,21.674,27.714,15.634
1534,YAMANGO,2006,AGOSTO,21.924,28.092,15.756
1535,HUANCABAMBA,2006,AGOSTO,27.955,33.651,22.26
1536,CANCHAQUE,2006,AGOSTO,28.621,36.11,21.133
1537,EL CARMEN DE LA FRONTERA,2006,AGOSTO,26.812,32.593,21.03
1538,HUARMACA,2006,AGOSTO,18.984,25.458,12.511
1539,LALAQUIZ,2006,AGOSTO,21.189,27.026,15.353
1540,SAN MIGUEL DE EL FAIQUE,2006,AGOSTO,29.287,34.148,24.426
1541,SONDOR,2006,AGOSTO,25.907,32.547,19.266
1542,SONDORILLO,2006,AGOSTO,29.479,35.509,23.449
1543,AYABACA,2006,AGOSTO,29.107,35.589,22.625
1544,FRÍAS,2006,AGOSTO,28.744,33.892,23.596
1545,JILILÍ,2006,AGOSTO,29.941,36.283,23.599
1546,LAGUNAS,2006,AGOSTO,16.584,24.34,8.829
1547,MONTERO,2006,AGOSTO,25.243,30.442,20.043
1548,PACAIPAMPA,2006,AGOSTO,28.372,34.34,22.403
1549,PAIMAS,2006,AGOSTO,19.166,25.336,12.995
1550,SAPILLICA,2006,AGOSTO,24.513,30.614,18.413
1551,PAITA,2006,SEPTIEMBRE,19.354,25.79,12.918
1552,AMOTAPE,2006,SEPTIEMBRE,25.433,32.686,18.18
1553,COLÁN,2006,SEPTIEMBRE,28.308,34.36,22.255
1554,EL ARENAL,2006,SEPTIEMBRE,27.768,33.629,21.906
1555,LA HUACA,2006,SEPTIEMBRE,25.649,32.049,19.249
1556,TAMARINDO,2006,SEPTIEMBRE,27.158,32.106,22.21
1557,VICHAYAL,2006,SEPTIEMBRE,26.368,31.868,20.868
1558,CHULUCANAS,2006,SEPTIEMBRE,21.295,28.084,14.505
1559,BUENOS AIRES,2006,SEPTIEMBRE,18.611,23.993,13.229
1560,CHALACO,2006,SEPTIEMBRE,20.417,27.08,13.754
1561,LA MATANZA,2006,SEPTIEMBRE,20.845,27.116,14.574
1562,MORROPÓN,2006,SEPTIEMBRE,26.012,31.593,20.432
1563,SALITRAL,2006,SEPTIEMBRE,19.998,25.929,14.066
1564,SAN JUAN DE BIGOTE,2006,SEPTIEMBRE,22.345,28.117,16.572
1565,SANTA CATALINA DE MOSSA,2006,SEPTIEMBRE,16.4,22.385,10.416
