Distrito;Mes;Año;Tipo_sequia
Buenos Aires;6;2003;D0
Buenos Aires;6;2004;NPS
Buenos Aires;6;2005;NPS
Buenos Aires;6;2006;NPS
Buenos Aires;6;2007;D1
Buenos Aires;6;2008;NPS
Buenos Aires;6;2009;NPS
Buenos Aires;6;2010;D2
Buenos Aires;6;2011;D0
Buenos Aires;6;2012;NPS
Buenos Aires;6;2013;NPS
Buenos Aires;6;2014;NPS
Buenos Aires;6;2015;NPS
Buenos Aires;6;2016;D0
Buenos Aires;6;2017;D0
Buenos Aires;6;2018;D0
Buenos Aires;6;2019;D0
Buenos Aires;6;2020;NPS
Buenos Aires;6;2021;NPS
Buenos Aires;7;2003;D1
Buenos Aires;7;2004;NPS
Buenos Aires;7;2005;NPS
Buenos Aires;7;2006;NPS
Buenos Aires;7;2007;NPS
Buenos Aires;7;2008;NPS
Buenos Aires;7;2009;D0
Buenos Aires;7;2010;NPS
Buenos Aires;7;2011;NPS
Buenos Aires;7;2012;NPS
Buenos Aires;7;2013;NPS
Buenos Aires;7;2014;NPS
Buenos Aires;7;2015;D0
Buenos Aires;7;2016;D0
Buenos Aires;7;2017;D0
Buenos Aires;7;2018;D0
Buenos Aires;7;2019;D0
Buenos Aires;7;2020;NPS
Buenos Aires;7;2021;NPS
Buenos Aires;8;2003;NPS
Buenos Aires;8;2004;D0
Buenos Aires;8;2005;NPS
Buenos Aires;8;2006;NPS
Buenos Aires;8;2007;NPS
Buenos Aires;8;2008;NPS
Buenos Aires;8;2009;D1
Buenos Aires;8;2010;NPS
Buenos Aires;8;2011;NPS
Buenos Aires;8;2012;NPS
Buenos Aires;8;2013;NPS
Buenos Aires;8;2014;NPS
Buenos Aires;8;2015;D1
Buenos Aires;8;2016;D0
Buenos Aires;8;2017;D0
Buenos Aires;8;2018;D1
Buenos Aires;8;2019;D1
Buenos Aires;8;2020;NPS
Buenos Aires;8;2021;NPS
Buenos Aires;9;2003;D0
Buenos Aires;9;2004;D1
Buenos Aires;9;2005;NPS
Buenos Aires;9;2006;D0
Buenos Aires;9;2007;D0
Buenos Aires;9;2008;NPS
Buenos Aires;9;2009;D2
Buenos Aires;9;2010;NPS
Buenos Aires;9;2011;NPS
Buenos Aires;9;2012;NPS
Buenos Aires;9;2013;NPS
Buenos Aires;9;2014;NPS
Buenos Aires;9;2015;D1
Buenos Aires;9;2016;NPS
Buenos Aires;9;2017;D0
Buenos Aires;9;2018;D0
Buenos Aires;9;2019;D1
Buenos Aires;9;2020;NPS
Buenos Aires;10;2003;NPS
Buenos Aires;10;2004;D1
Buenos Aires;10;2005;NPS
Buenos Aires;10;2006;NPS
Buenos Aires;10;2007;NPS
Buenos Aires;10;2008;NPS
Buenos Aires;10;2009;D2
Buenos Aires;10;2010;NPS
Buenos Aires;10;2011;NPS
Buenos Aires;10;2012;NPS
Buenos Aires;10;2013;NPS
Buenos Aires;10;2014;NPS
Buenos Aires;10;2015;D0
Buenos Aires;10;2016;D1
Buenos Aires;10;2017;D0
Buenos Aires;10;2018;D0
Buenos Aires;10;2019;D1
Buenos Aires;10;2020;NPS
Buenos Aires;11;2003;NPS
Buenos Aires;11;2004;D1
Buenos Aires;11;2005;NPS
Buenos Aires;11;2006;D0
Buenos Aires;11;2007;NPS
Buenos Aires;11;2008;NPS
Buenos Aires;11;2009;D2
Buenos Aires;11;2010;NPS
Buenos Aires;11;2011;NPS
Buenos Aires;11;2012;NPS
Buenos Aires;11;2013;NPS
Buenos Aires;11;2014;NPS
Buenos Aires;11;2015;NPS
Buenos Aires;11;2016;NPS
Buenos Aires;11;2017;D0
Buenos Aires;11;2018;D0
Buenos Aires;11;2019;D0
Buenos Aires;11;2020;NPS
Buenos Aires;12;2003;NPS
Buenos Aires;12;2004;D1
Buenos Aires;12;2005;NPS
Buenos Aires;12;2006;NPS
Buenos Aires;12;2007;NPS
Buenos Aires;12;2008;D0
Buenos Aires;12;2009;D2
Buenos Aires;12;2010;NPS
Buenos Aires;12;2011;NPS
Buenos Aires;12;2012;NPS
Buenos Aires;12;2013;NPS
Buenos Aires;12;2014;NPS
Buenos Aires;12;2015;NPS
Buenos Aires;12;2016;D0
Buenos Aires;12;2017;D0
Buenos Aires;12;2018;D0
Buenos Aires;12;2019;NPS
Buenos Aires;12;2020;NPS
La Huaca;1;2003;D1
La Huaca;1;2004;D0
La Huaca;1;2005;NPS
La Huaca;1;2006;D1
La Huaca;1;2007;NPS
La Huaca;1;2008;D0
La Huaca;1;2009;NPS
La Huaca;1;2010;NPS
La Huaca;1;2011;D0
La Huaca;1;2012;D3
La Huaca;1;2013;NPS
La Huaca;1;2014;NPS
La Huaca;1;2015;NPS
La Huaca;1;2016;NPS
La Huaca;1;2017;NPS
La Huaca;1;2018;NPS
La Huaca;1;2019;NPS
La Huaca;1;2020;NPS
La Huaca;1;2021;D2
La Huaca;2;2003;D1
La Huaca;2;2004;NPS
La Huaca;2;2005;NPS
La Huaca;2;2006;D2
La Huaca;2;2007;NPS
La Huaca;2;2008;D0
La Huaca;2;2009;NPS
La Huaca;2;2010;NPS
La Huaca;2;2011;D0
La Huaca;2;2012;D3
La Huaca;2;2013;NPS
La Huaca;2;2014;NPS
La Huaca;2;2015;NPS
La Huaca;2;2016;NPS
La Huaca;2;2017;NPS
La Huaca;2;2018;D0
La Huaca;2;2019;NPS
La Huaca;2;2020;NPS
La Huaca;2;2021;D2
La Huaca;3;2003;D1
La Huaca;3;2004;D0
La Huaca;3;2005;NPS
La Huaca;3;2006;D1
La Huaca;3;2007;NPS
La Huaca;3;2008;D0
La Huaca;3;2009;NPS
La Huaca;3;2010;NPS
La Huaca;3;2011;D3
La Huaca;3;2012;D2
La Huaca;3;2013;NPS
La Huaca;3;2014;NPS
La Huaca;3;2015;NPS
La Huaca;3;2016;D0
La Huaca;3;2017;NPS
La Huaca;3;2018;D0
La Huaca;3;2019;NPS
La Huaca;3;2020;NPS
La Huaca;3;2021;D2
La Huaca;4;2003;D1
La Huaca;4;2004;NPS
La Huaca;4;2005;NPS
La Huaca;4;2006;D2
La Huaca;4;2007;NPS
La Huaca;4;2008;D0
La Huaca;4;2009;NPS
La Huaca;4;2010;NPS
La Huaca;4;2011;D3
La Huaca;4;2012;D2
La Huaca;4;2013;NPS
La Huaca;4;2014;NPS
La Huaca;4;2015;NPS
La Huaca;4;2016;D0
La Huaca;4;2017;NPS
La Huaca;4;2018;D0
La Huaca;4;2019;D0
La Huaca;4;2020;NPS
La Huaca;4;2021;D2
La Huaca;5;2003;D1
La Huaca;5;2004;NPS
La Huaca;5;2005;NPS
La Huaca;5;2006;D2
La Huaca;5;2007;NPS
La Huaca;5;2008;D0
La Huaca;5;2009;NPS
La Huaca;5;2010;NPS
La Huaca;5;2011;D3
La Huaca;5;2012;D2
La Huaca;5;2013;D0
La Huaca;5;2014;D0
La Huaca;5;2015;NPS
La Huaca;5;2016;D0
La Huaca;5;2017;NPS
La Huaca;5;2018;D0
La Huaca;5;2019;NPS
La Huaca;5;2020;NPS
La Huaca;5;2021;D2
La Huaca;6;2003;D1
La Huaca;6;2004;NPS
La Huaca;6;2005;NPS
La Huaca;6;2006;D2
La Huaca;6;2007;NPS
La Huaca;6;2008;D1
La Huaca;6;2009;NPS
La Huaca;6;2010;NPS
La Huaca;6;2011;D4
La Huaca;6;2012;D2
La Huaca;6;2013;D0
La Huaca;6;2014;D0
La Huaca;6;2015;NPS
La Huaca;6;2016;D0
La Huaca;6;2017;D0
La Huaca;6;2018;D0
La Huaca;6;2019;NPS
La Huaca;6;2020;D0
La Huaca;6;2021;D3
La Huaca;7;2003;D1
La Huaca;7;2004;NPS
La Huaca;7;2005;NPS
La Huaca;7;2006;D1
La Huaca;7;2007;D0
La Huaca;7;2008;NPS
La Huaca;7;2009;NPS
La Huaca;7;2010;NPS
La Huaca;7;2011;D4
La Huaca;7;2012;D1
La Huaca;7;2013;NPS
La Huaca;7;2014;D0
La Huaca;7;2015;NPS
La Huaca;7;2016;D0
La Huaca;7;2017;NPS
La Huaca;7;2018;D0
La Huaca;7;2019;D0
La Huaca;7;2020;D0
La Huaca;7;2021;D0
La Huaca;8;2003;NPS
La Huaca;8;2004;NPS
La Huaca;8;2005;NPS
La Huaca;8;2006;D0
La Huaca;8;2007;NPS
La Huaca;8;2008;NPS
La Huaca;8;2009;NPS
La Huaca;8;2010;NPS
La Huaca;8;2011;D3
La Huaca;8;2012;D1
La Huaca;8;2013;NPS
La Huaca;8;2014;D0
La Huaca;8;2015;NPS
La Huaca;8;2016;NPS
La Huaca;8;2017;NPS
La Huaca;8;2018;D0
La Huaca;8;2019;D0
La Huaca;8;2020;D0
La Huaca;8;2021;NPS
La Huaca;9;2003;D0
La Huaca;9;2004;NPS
La Huaca;9;2005;NPS
La Huaca;9;2006;NPS
La Huaca;9;2007;D0
La Huaca;9;2008;NPS
La Huaca;9;2009;NPS
La Huaca;9;2010;NPS
La Huaca;9;2011;D2
La Huaca;9;2012;D1
La Huaca;9;2013;NPS
La Huaca;9;2014;NPS
La Huaca;9;2015;NPS
La Huaca;9;2016;NPS
La Huaca;9;2017;NPS
La Huaca;9;2018;D0
La Huaca;9;2019;D0
La Huaca;9;2020;D1
La Huaca;10;2003;NPS
La Huaca;10;2004;NPS
La Huaca;10;2005;NPS
La Huaca;10;2006;NPS
La Huaca;10;2007;D1
La Huaca;10;2008;NPS
La Huaca;10;2009;NPS
La Huaca;10;2010;D0
La Huaca;10;2011;D3
La Huaca;10;2012;D0
La Huaca;10;2013;NPS
La Huaca;10;2014;NPS
La Huaca;10;2015;NPS
La Huaca;10;2016;NPS
La Huaca;10;2017;NPS
La Huaca;10;2018;NPS
La Huaca;10;2019;NPS
La Huaca;10;2020;D1
La Huaca;11;2003;NPS
La Huaca;11;2004;NPS
La Huaca;11;2005;NPS
La Huaca;11;2006;NPS
La Huaca;11;2007;D0
La Huaca;11;2008;NPS
La Huaca;11;2009;NPS
La Huaca;11;2010;NPS
La Huaca;11;2011;D3
La Huaca;11;2012;NPS
La Huaca;11;2013;NPS
La Huaca;11;2014;NPS
La Huaca;11;2015;NPS
La Huaca;11;2016;NPS
La Huaca;11;2017;NPS
La Huaca;11;2018;NPS
La Huaca;11;2019;NPS
La Huaca;11;2020;D2
La Huaca;12;2003;D0
La Huaca;12;2004;NPS
La Huaca;12;2005;D0
La Huaca;12;2006;NPS
La Huaca;12;2007;D0
La Huaca;12;2008;NPS
La Huaca;12;2009;NPS
La Huaca;12;2010;D0
La Huaca;12;2011;D3
La Huaca;12;2012;NPS
La Huaca;12;2013;NPS
La Huaca;12;2014;NPS
La Huaca;12;2015;NPS
La Huaca;12;2016;NPS
La Huaca;12;2017;NPS
La Huaca;12;2018;NPS
La Huaca;12;2019;NPS
La Huaca;12;2020;D2
Tamarindo;1;2003;D0
Tamarindo;1;2004;NPS
Tamarindo;1;2005;NPS
Tamarindo;1;2006;D0
Tamarindo;1;2007;NPS
Tamarindo;1;2008;NPS
Tamarindo;1;2009;D2
Tamarindo;1;2010;D0
Tamarindo;1;2011;NPS
Tamarindo;1;2012;D0
Tamarindo;1;2013;NPS
Tamarindo;1;2014;NPS
Tamarindo;1;2015;NPS
Tamarindo;1;2016;D0
Tamarindo;1;2017;NPS
Tamarindo;1;2018;D0
Tamarindo;1;2019;NPS
Tamarindo;1;2020;NPS
Tamarindo;1;2021;NPS
Tamarindo;2;2003;D0
Tamarindo;2;2004;NPS
Tamarindo;2;2005;NPS
Tamarindo;2;2006;D1
Tamarindo;2;2007;NPS
Tamarindo;2;2008;NPS
Tamarindo;2;2009;D2
Tamarindo;2;2010;D0
Tamarindo;2;2011;NPS
Tamarindo;2;2012;NPS
Tamarindo;2;2013;D0
Tamarindo;2;2014;NPS
Tamarindo;2;2015;NPS
Tamarindo;2;2016;D0
Tamarindo;2;2017;NPS
Tamarindo;2;2018;NPS
Tamarindo;2;2019;NPS
Tamarindo;2;2020;NPS
Tamarindo;2;2021;D0
Tamarindo;3;2003;D0
Tamarindo;3;2004;NPS
Tamarindo;3;2005;NPS
Tamarindo;3;2006;D2
Tamarindo;3;2007;NPS
Tamarindo;3;2008;D0
Tamarindo;3;2009;D2
Tamarindo;3;2010;D0
Tamarindo;3;2011;D0
Tamarindo;3;2012;NPS
Tamarindo;3;2013;D0
Tamarindo;3;2014;NPS
Tamarindo;3;2015;NPS
Tamarindo;3;2016;D0
Tamarindo;3;2017;D1
Tamarindo;3;2018;NPS
Tamarindo;3;2019;NPS
Tamarindo;3;2020;NPS
Tamarindo;3;2021;D0
Tamarindo;4;2003;D0
Tamarindo;4;2004;NPS
Tamarindo;4;2005;NPS
Tamarindo;4;2006;D1
Tamarindo;4;2007;NPS
Tamarindo;4;2008;D0
Tamarindo;4;2009;D2
Tamarindo;4;2010;D0
Tamarindo;4;2011;D1
Tamarindo;4;2012;NPS
Tamarindo;4;2013;D0
Tamarindo;4;2014;NPS
Tamarindo;4;2015;NPS
Tamarindo;4;2016;D0
Tamarindo;4;2017;D0
Tamarindo;4;2018;NPS
Tamarindo;4;2019;NPS
Tamarindo;4;2020;NPS
Tamarindo;4;2021;D1
Tamarindo;5;2003;D0
Tamarindo;5;2004;NPS
Tamarindo;5;2005;NPS
Tamarindo;5;2006;D0
Tamarindo;5;2007;NPS
Tamarindo;5;2008;D0
Tamarindo;5;2009;D2
Tamarindo;5;2010;D0
Tamarindo;5;2011;D1
Tamarindo;5;2012;NPS
Tamarindo;5;2013;D0
Tamarindo;5;2014;NPS
Tamarindo;5;2015;NPS
Tamarindo;5;2016;D0
Tamarindo;5;2017;D0
Tamarindo;5;2018;NPS
Tamarindo;5;2019;D0
Tamarindo;5;2020;NPS
Tamarindo;5;2021;NPS
Tamarindo;6;2003;NPS
Tamarindo;6;2004;NPS
Tamarindo;6;2005;D0
Tamarindo;6;2006;D0
Tamarindo;6;2007;D1
Tamarindo;6;2008;D1
Tamarindo;6;2009;D2
Tamarindo;6;2010;D0
Tamarindo;6;2011;D2
Tamarindo;6;2012;NPS
Tamarindo;6;2013;NPS
Tamarindo;6;2014;NPS
Tamarindo;6;2015;NPS
Tamarindo;6;2016;D0
Tamarindo;6;2017;D0
Tamarindo;6;2018;NPS
Tamarindo;6;2019;D0
Tamarindo;6;2020;NPS
Tamarindo;6;2021;NPS
Tamarindo;7;2003;NPS
Tamarindo;7;2004;NPS
Tamarindo;7;2005;NPS
Tamarindo;7;2006;D0
Tamarindo;7;2007;D0
Tamarindo;7;2008;D0
Tamarindo;7;2009;D2
Tamarindo;7;2010;NPS
Tamarindo;7;2011;D1
Tamarindo;7;2012;NPS
Tamarindo;7;2013;D0
Tamarindo;7;2014;NPS
Tamarindo;7;2015;NPS
Tamarindo;7;2016;D0
Tamarindo;7;2017;D0
Tamarindo;7;2018;NPS
Tamarindo;7;2019;D0
Tamarindo;7;2020;NPS
Tamarindo;7;2021;NPS
Tamarindo;8;2003;NPS
Tamarindo;8;2004;NPS
Tamarindo;8;2005;NPS
Tamarindo;8;2006;NPS
Tamarindo;8;2007;NPS
Tamarindo;8;2008;D0
Tamarindo;8;2009;D2
Tamarindo;8;2010;NPS
Tamarindo;8;2011;D1
Tamarindo;8;2012;NPS
Tamarindo;8;2013;NPS
Tamarindo;8;2014;NPS
Tamarindo;8;2015;NPS
Tamarindo;8;2016;NPS
Tamarindo;8;2017;NPS
Tamarindo;8;2018;NPS
Tamarindo;8;2019;D0
Tamarindo;8;2020;NPS
Tamarindo;8;2021;NPS
Tamarindo;9;2003;NPS
Tamarindo;9;2004;NPS
Tamarindo;9;2005;D0
Tamarindo;9;2006;NPS
Tamarindo;9;2007;NPS
Tamarindo;9;2008;D0
Tamarindo;9;2009;D1
Tamarindo;9;2010;NPS
Tamarindo;9;2011;NPS
Tamarindo;9;2012;NPS
Tamarindo;9;2013;NPS
Tamarindo;9;2014;NPS
Tamarindo;9;2015;NPS
Tamarindo;9;2016;NPS
Tamarindo;9;2017;NPS
Tamarindo;9;2018;NPS
Tamarindo;9;2019;D0
Tamarindo;9;2020;NPS
Tamarindo;10;2003;NPS
Tamarindo;10;2004;NPS
Tamarindo;10;2005;NPS
Tamarindo;10;2006;NPS
Tamarindo;10;2007;NPS
Tamarindo;10;2008;D0
Tamarindo;10;2009;D1
Tamarindo;10;2010;NPS
Tamarindo;10;2011;D0
Tamarindo;10;2012;NPS
Tamarindo;10;2013;NPS
Tamarindo;10;2014;NPS
Tamarindo;10;2015;NPS
Tamarindo;10;2016;NPS
Tamarindo;10;2017;NPS
Tamarindo;10;2018;NPS
Tamarindo;10;2019;D0
Tamarindo;10;2020;NPS
Tamarindo;11;2003;NPS
Tamarindo;11;2004;NPS
Tamarindo;11;2005;D0
Tamarindo;11;2006;NPS
Tamarindo;11;2007;NPS
Tamarindo;11;2008;D1
Tamarindo;11;2009;D1
Tamarindo;11;2010;NPS
Tamarindo;11;2011;D0
Tamarindo;11;2012;NPS
Tamarindo;11;2013;NPS
Tamarindo;11;2014;NPS
Tamarindo;11;2015;NPS
Tamarindo;11;2016;NPS
Tamarindo;11;2017;NPS
Tamarindo;11;2018;NPS
Tamarindo;11;2019;NPS
Tamarindo;11;2020;NPS
Tamarindo;12;2003;NPS
Tamarindo;12;2004;NPS
Tamarindo;12;2005;D0
Tamarindo;12;2006;NPS
Tamarindo;12;2007;NPS
Tamarindo;12;2008;D1
Tamarindo;12;2009;D1
Tamarindo;12;2010;NPS
Tamarindo;12;2011;D0
Tamarindo;12;2012;NPS
Tamarindo;12;2013;NPS
Tamarindo;12;2014;NPS
Tamarindo;12;2015;D0
Tamarindo;12;2016;NPS
Tamarindo;12;2017;NPS
Tamarindo;12;2018;NPS
Tamarindo;12;2019;NPS
Tamarindo;12;2020;NPS
Vichayal;1;2003;NPS
Vichayal;1;2004;NPS
Vichayal;1;2005;NPS
Vichayal;1;2006;D0
Vichayal;1;2007;NPS
Vichayal;1;2008;D0
Vichayal;1;2009;D0
Vichayal;1;2010;D0
Vichayal;1;2011;D0
Vichayal;1;2012;D3
Vichayal;1;2013;D1
Vichayal;1;2014;NPS
Vichayal;1;2015;NPS
Vichayal;1;2016;NPS
Vichayal;1;2017;NPS
Vichayal;1;2018;NPS
Vichayal;1;2019;NPS
Vichayal;1;2020;NPS
Vichayal;1;2021;D1
Vichayal;2;2003;NPS
Vichayal;2;2004;NPS
Vichayal;2;2005;NPS
Vichayal;2;2006;D0
Vichayal;2;2007;D0
Vichayal;2;2008;D1
Vichayal;2;2009;D0
Vichayal;2;2010;NPS
Vichayal;2;2011;NPS
Vichayal;2;2012;D3
Vichayal;2;2013;D1
Vichayal;2;2014;NPS
Vichayal;2;2015;NPS
Vichayal;2;2016;NPS
Vichayal;2;2017;NPS
Vichayal;2;2018;NPS
Vichayal;2;2019;NPS
Vichayal;2;2020;D0
Vichayal;2;2021;D1
Vichayal;3;2003;NPS
Vichayal;3;2004;NPS
Vichayal;3;2005;NPS
Vichayal;3;2006;D0
Vichayal;3;2007;NPS
Vichayal;3;2008;D1
Vichayal;3;2009;D0
Vichayal;3;2010;NPS
Vichayal;3;2011;D3
Vichayal;3;2012;D3
Vichayal;3;2013;D1
Vichayal;3;2014;NPS
Vichayal;3;2015;NPS
Vichayal;3;2016;NPS
Vichayal;3;2017;NPS
Vichayal;3;2018;D0
Vichayal;3;2019;NPS
Vichayal;3;2020;D0
Vichayal;3;2021;D1
Vichayal;4;2003;D0
Vichayal;4;2004;NPS
Vichayal;4;2005;NPS
Vichayal;4;2006;D1
Vichayal;4;2007;D0
Vichayal;4;2008;D1
Vichayal;4;2009;D0
Vichayal;4;2010;NPS
Vichayal;4;2011;D3
Vichayal;4;2012;D3
Vichayal;4;2013;D1
Vichayal;4;2014;NPS
Vichayal;4;2015;NPS
Vichayal;4;2016;NPS
Vichayal;4;2017;NPS
Vichayal;4;2018;NPS
Vichayal;4;2019;D0
Vichayal;4;2020;D0
Vichayal;4;2021;D1
Vichayal;5;2003;D0
Vichayal;5;2004;NPS
Vichayal;5;2005;NPS
Vichayal;5;2006;D2
Vichayal;5;2007;NPS
Vichayal;5;2008;D1
Vichayal;5;2009;D0
Vichayal;5;2010;NPS
Vichayal;5;2011;D3
Vichayal;5;2012;D2
Vichayal;5;2013;D0
Vichayal;5;2014;NPS
Vichayal;5;2015;NPS
Vichayal;5;2016;NPS
Vichayal;5;2017;D0
Vichayal;5;2018;NPS
Vichayal;5;2019;NPS
Vichayal;5;2020;D0
Vichayal;5;2021;D1
Vichayal;6;2003;D0
Vichayal;6;2004;NPS
Vichayal;6;2005;NPS
Vichayal;6;2006;D3
Vichayal;6;2007;NPS
Vichayal;6;2008;D2
Vichayal;6;2009;D0
Vichayal;6;2010;NPS
Vichayal;6;2011;D4
Vichayal;6;2012;D1
Vichayal;6;2013;NPS
Vichayal;6;2014;NPS
Vichayal;6;2015;NPS
Vichayal;6;2016;NPS
Vichayal;6;2017;NPS
Vichayal;6;2018;D0
Vichayal;6;2019;NPS
Vichayal;6;2020;D1
Vichayal;6;2021;D1
Vichayal;7;2003;NPS
Vichayal;7;2004;NPS
Vichayal;7;2005;NPS
Vichayal;7;2006;D3
Vichayal;7;2007;NPS
Vichayal;7;2008;NPS
Vichayal;7;2009;D1
Vichayal;7;2010;NPS
Vichayal;7;2011;D3
Vichayal;7;2012;D1
Vichayal;7;2013;NPS
Vichayal;7;2014;NPS
Vichayal;7;2015;NPS
Vichayal;7;2016;NPS
Vichayal;7;2017;D0
Vichayal;7;2018;D0
Vichayal;7;2019;NPS
Vichayal;7;2020;D0
Vichayal;7;2021;NPS
Vichayal;8;2003;NPS
Vichayal;8;2004;NPS
Vichayal;8;2005;NPS
Vichayal;8;2006;D4
Vichayal;8;2007;NPS
Vichayal;8;2008;NPS
Vichayal;8;2009;D2
Vichayal;8;2010;NPS
Vichayal;8;2011;D3
Vichayal;8;2012;D1
Vichayal;8;2013;NPS
Vichayal;8;2014;NPS
Vichayal;8;2015;NPS
Vichayal;8;2016;NPS
Vichayal;8;2017;D0
Vichayal;8;2018;D0
Vichayal;8;2019;D0
Vichayal;8;2020;D0
Vichayal;8;2021;NPS
Vichayal;9;2003;NPS
Vichayal;9;2004;NPS
Vichayal;9;2005;D1
Vichayal;9;2006;NPS
Vichayal;9;2007;NPS
Vichayal;9;2008;NPS
Vichayal;9;2009;D2
Vichayal;9;2010;NPS
Vichayal;9;2011;D3
Vichayal;9;2012;D1
Vichayal;9;2013;NPS
Vichayal;9;2014;NPS
Vichayal;9;2015;NPS
Vichayal;9;2016;NPS
Vichayal;9;2017;D0
Vichayal;9;2018;NPS
Vichayal;9;2019;NPS
Vichayal;9;2020;D0
Vichayal;10;2003;NPS
Vichayal;10;2004;NPS
Vichayal;10;2005;NPS
Vichayal;10;2006;D2
Vichayal;10;2007;NPS
Vichayal;10;2008;NPS
Vichayal;10;2009;NPS
Vichayal;10;2010;NPS
Vichayal;10;2011;D4
Vichayal;10;2012;D1
Vichayal;10;2013;NPS
Vichayal;10;2014;NPS
Vichayal;10;2015;NPS
Vichayal;10;2016;NPS
Vichayal;10;2017;NPS
Vichayal;10;2018;NPS
Vichayal;10;2019;D0
Vichayal;10;2020;D0
Vichayal;11;2003;NPS
Vichayal;11;2004;NPS
Vichayal;11;2005;NPS
Vichayal;11;2006;D0
Vichayal;11;2007;D0
Vichayal;11;2008;NPS
Vichayal;11;2009;D1
Vichayal;11;2010;D2
Vichayal;11;2011;D4
Vichayal;11;2012;D1
Vichayal;11;2013;NPS
Vichayal;11;2014;NPS
Vichayal;11;2015;NPS
Vichayal;11;2016;NPS
Vichayal;11;2017;NPS
Vichayal;11;2018;NPS
Vichayal;11;2019;NPS
Vichayal;11;2020;D0
Vichayal;12;2003;NPS
Vichayal;12;2004;NPS
Vichayal;12;2005;D0
Vichayal;12;2006;D0
Vichayal;12;2007;D0
Vichayal;12;2008;NPS
Vichayal;12;2009;D1
Vichayal;12;2010;D2
Vichayal;12;2011;D3
Vichayal;12;2012;D1
Vichayal;12;2013;NPS
Vichayal;12;2014;NPS
Vichayal;12;2015;NPS
Vichayal;12;2016;NPS
Vichayal;12;2017;NPS
Vichayal;12;2018;NPS
Vichayal;12;2019;D0
Vichayal;12;2020;D1
Chalaco;1;2003;NPS
Chalaco;1;2004;NPS
Chalaco;1;2005;D0
Chalaco;1;2006;D1
Chalaco;1;2007;D1
Chalaco;1;2008;D0
Chalaco;1;2009;D0
Chalaco;1;2010;D1
Chalaco;1;2011;D0
Chalaco;1;2012;D0
Chalaco;1;2013;NPS
Chalaco;1;2014;NPS
Chalaco;1;2015;NPS
Chalaco;1;2016;NPS
Chalaco;1;2017;NPS
Chalaco;1;2018;NPS
Chalaco;1;2019;NPS
Chalaco;1;2020;NPS
Chalaco;1;2021;D0
Chalaco;2;2003;NPS
Chalaco;2;2004;NPS
Chalaco;2;2005;D0
Chalaco;2;2006;D1
Chalaco;2;2007;NPS
Chalaco;2;2008;D0
Chalaco;2;2009;D0
Chalaco;2;2010;NPS
Chalaco;2;2011;NPS
Chalaco;2;2012;NPS
Chalaco;2;2013;NPS
Chalaco;2;2014;NPS
Chalaco;2;2015;NPS
Chalaco;2;2016;NPS
Chalaco;2;2017;D0
Chalaco;2;2018;D0
Chalaco;2;2019;D0
Chalaco;2;2020;NPS
Chalaco;2;2021;D1
Chalaco;3;2003;NPS
Chalaco;3;2004;NPS
Chalaco;3;2005;D0
Chalaco;3;2006;D2
Chalaco;3;2007;D1
Chalaco;3;2008;D1
Chalaco;3;2009;D1
Chalaco;3;2010;NPS
Chalaco;3;2011;D0
Chalaco;3;2012;NPS
Chalaco;3;2013;NPS
Chalaco;3;2014;NPS
Chalaco;3;2015;NPS
Chalaco;3;2016;NPS
Chalaco;3;2017;D0
Chalaco;3;2018;D0
Chalaco;3;2019;D1
Chalaco;3;2020;NPS
Chalaco;3;2021;D2
Chalaco;4;2003;NPS
Chalaco;4;2004;NPS
Chalaco;4;2005;D0
Chalaco;4;2006;D2
Chalaco;4;2007;D2
Chalaco;4;2008;D1
Chalaco;4;2009;D1
Chalaco;4;2010;NPS
Chalaco;4;2011;D2
Chalaco;4;2012;NPS
Chalaco;4;2013;NPS
Chalaco;4;2014;NPS
Chalaco;4;2015;NPS
Chalaco;4;2016;NPS
Chalaco;4;2017;D0
Chalaco;4;2018;D1
Chalaco;4;2019;D1
Chalaco;4;2020;NPS
Chalaco;4;2021;D2
Chalaco;5;2003;NPS
Chalaco;5;2004;NPS
Chalaco;5;2005;D0
Chalaco;5;2006;D0
Chalaco;5;2007;D1
Chalaco;5;2008;D1
Chalaco;5;2009;D1
Chalaco;5;2010;NPS
Chalaco;5;2011;D2
Chalaco;5;2012;NPS
Chalaco;5;2013;NPS
Chalaco;5;2014;NPS
Chalaco;5;2015;NPS
Chalaco;5;2016;NPS
Chalaco;5;2017;D0
Chalaco;5;2018;D1
Chalaco;5;2019;D1
Chalaco;5;2020;D0
Chalaco;5;2021;D3
Chalaco;6;2003;NPS
Chalaco;6;2004;NPS
Chalaco;6;2005;D0
Chalaco;6;2006;D1
Chalaco;6;2007;D3
Chalaco;6;2008;D2
Chalaco;6;2009;D1
Chalaco;6;2010;NPS
Chalaco;6;2011;D1
Chalaco;6;2012;NPS
Chalaco;6;2013;NPS
Chalaco;6;2014;NPS
Chalaco;6;2015;NPS
Chalaco;6;2016;D0
Chalaco;6;2017;D0
Chalaco;6;2018;NPS
Chalaco;6;2019;D0
Chalaco;6;2020;D0
Chalaco;6;2021;NPS
Chalaco;7;2003;D0
Chalaco;7;2004;NPS
Chalaco;7;2005;NPS
Chalaco;7;2006;D0
Chalaco;7;2007;D2
Chalaco;7;2008;D0
Chalaco;7;2009;D1
Chalaco;7;2010;NPS
Chalaco;7;2011;NPS
Chalaco;7;2012;NPS
