Distritos,Sembrada_ha,Cosechada_ha,Ano,Mes,Tipo_sequia,perdida_ha,producto
Morropón,182652,32761,2007,10,NPS,149891,maiz
San Juan de Bigotes,474550,1391,2007,10,NPS,473159,maiz
Santa Catalina de Mossa,376667,12917,2007,10,NPS,363750,maiz
Santo Domingo,25894,955,2007,10,NPS,24939,maiz
Huancabamba,51043,15,2007,10,NPS,51028,maiz
Canchaque,508148,86017,2007,10,NPS,422131,maiz
El Carmen de la Frontera,511221,18797,2007,10,NPS,492424,maiz
Huarmaca,92781,40,2007,10,NPS,92741,maiz
Lalaquiz,60454,8275,2007,10,D1,52179,maiz
San Miguel del Faique,231800,58546,2007,10,NPS,173254,maiz
Sondor,55916,1150,2007,10,NPS,54766,maiz
Sondorillo,3277,148,2007,10,NPS,3129,maiz
Ayabaca,46448,9458,2007,10,NPS,36990,maiz
Frías,67848,2756,2007,10,NPS,65092,maiz
Jililí,108274,16598,2007,10,NPS,91676,maiz
Lagunas,372293,20504,2007,10,NPS,351789,maiz
Montero,162694,4163,2007,10,NPS,158531,maiz
Pacaipampa,306491,20821,2007,10,NPS,285670,maiz
El Arenal,16060,1494,2007,10,NPS,14566,maiz
Buenos Aires,15893,1494,2007,10,D1,14399,maiz
Paita,43796,10786,2007,11,NPS,33010,maiz
Colán,156113,2669,2007,11,NPS,153444,maiz
El Arenal,26704,22560,2007,11,D0,4144,maiz
La Huaca,11922,5650,2007,11,NPS,6272,maiz
Tamarindo,560248,105773,2007,11,NPS,454475,maiz
Vichayal,197871,149568,2007,11,D0,48303,maiz
Chulucanas,6235,2460,2007,11,NPS,3775,maiz
Buenos Aires,171161,77054,2007,11,D0,94107,maiz
Chalaco,299675,65227,2007,11,NPS,234448,maiz
La Matanza,443903,189640,2007,11,NPS,254263,maiz
Morropón,182652,108147,2007,11,NPS,74505,maiz
Salitral,590853,152677,2007,11,D2,438176,maiz
San Juan de Bigotes,476527,154065,2007,11,NPS,322462,maiz
Santa Catalina de Mossa,376667,62281,2007,11,NPS,314386,maiz
Santo Domingo,25894,955,2007,11,NPS,24939,maiz
Yamango,46412,2979,2007,11,D2,43433,maiz
Huancabamba,51043,46215,2007,11,D0,4828,maiz
Canchaque,508148,247604,2007,11,NPS,260544,maiz
El Carmen de la Frontera,516221,267180,2007,11,NPS,249041,maiz
Huarmaca,92781,23929,2007,11,NPS,68852,maiz
Lalaquiz,60454,11495,2007,11,D2,48959,maiz
San Miguel del Faique,231800,129315,2007,11,NPS,102485,maiz
Sondor,57484,2950,2007,11,D0,54534,maiz
Sondorillo,3382,404,2007,11,NPS,2978,maiz
Ayabaca,46528,20847,2007,11,NPS,25681,maiz
Frías,67848,35953,2007,11,D0,31895,maiz
Jililí,107215,47375,2007,11,NPS,59840,maiz
Lagunas,376198,120678,2007,11,NPS,255520,maiz
Montero,162694,18303,2007,11,NPS,144391,maiz
Pacaipampa,306491,122646,2007,11,NPS,183845,maiz
El Arenal,16060,6029,2007,11,D0,10031,maiz
El Arenal,167,104,2007,11,D0,63,maiz
Buenos Aires,15893,5925,2007,11,D0,9968,maiz
Paita,43326,15204,2008,1,D0,28122,maiz
Colán,156412,51364,2008,1,D1,105048,maiz
El Arenal,26704,22606,2008,1,D0,4098,maiz
La Huaca,11922,11922,2008,1,D0,0,maiz
Tamarindo,560248,457661,2008,1,NPS,102587,maiz
Vichayal,197871,168519,2008,1,D0,29352,maiz
Chulucanas,6235,6085,2008,1,NPS,150,maiz
Buenos Aires,170615,133686,2008,1,D1,36929,maiz
Chalaco,299675,240830,2008,1,D1,58845,maiz
La Matanza,443903,438707,2008,1,NPS,5196,maiz
Morropón,182652,154792,2008,1,NPS,27860,maiz
Salitral,591011,529453,2008,1,D2,61558,maiz
San Juan de Bigotes,476527,442588,2008,1,NPS,33939,maiz
Santa Catalina de Mossa,376757,336867,2008,1,D1,39890,maiz
Santo Domingo,25894,25658,2008,1,NPS,236,maiz
Yamango,46412,42103,2008,1,D2,4309,maiz
Huancabamba,51043,50513,2008,1,NPS,530,maiz
Canchaque,508148,434964,2008,1,NPS,73184,maiz
El Carmen de la Frontera,516221,416523,2008,1,NPS,99698,maiz
Huarmaca,92781,83861,2008,1,NPS,8920,maiz
Lalaquiz,60454,22896,2008,1,D2,37558,maiz
San Miguel del Faique,231800,157987,2008,1,NPS,73813,maiz
Sondor,61971,38740,2008,1,D1,23231,maiz
Sondorillo,3382,1884,2008,1,NPS,1498,maiz
Ayabaca,46528,21027,2008,1,NPS,25501,maiz
Frías,67848,58370,2008,1,D0,9478,maiz
Jililí,107788,93123,2008,1,NPS,14665,maiz
Lagunas,376117,243019,2008,1,NPS,133098,maiz
Montero,162694,106841,2008,1,D2,55853,maiz
Pacaipampa,306491,216451,2008,1,NPS,90040,maiz
El Arenal,16060,6562,2008,1,D0,9498,maiz
El Arenal,167,104,2008,1,D0,63,maiz
Buenos Aires,15893,6458,2008,1,D1,9435,maiz
Paita,43326,15204,2008,2,NPS,28122,maiz
Colán,156412,81668,2008,2,D0,74744,maiz
El Arenal,26704,22606,2008,2,D1,4098,maiz
La Huaca,11922,11922,2008,2,D0,0,maiz
Tamarindo,560248,495708,2008,2,NPS,64540,maiz
Vichayal,197871,168519,2008,2,D0,29352,maiz
Chulucanas,6235,6085,2008,2,NPS,150,maiz
Buenos Aires,170615,133686,2008,2,D1,36929,maiz
Chalaco,299675,240890,2008,2,D1,58785,maiz
La Matanza,443903,439272,2008,2,D0,4631,maiz
Morropón,182652,154792,2008,2,NPS,27860,maiz
Salitral,590958,557405,2008,2,D2,33553,maiz
San Juan de Bigotes,476527,470080,2008,2,NPS,6447,maiz
Santa Catalina de Mossa,384674,366890,2008,2,D2,17784,maiz
Santo Domingo,25894,25853,2008,2,D0,41,maiz
Yamango,46467,45818,2008,2,D2,649,maiz
Huancabamba,51043,50513,2008,2,D0,530,maiz
Canchaque,508148,472775,2008,2,NPS,35373,maiz
El Carmen de la Frontera,516221,437860,2008,2,NPS,78361,maiz
Huarmaca,92781,83861,2008,2,NPS,8920,maiz
Lalaquiz,60454,22980,2008,2,D2,37474,maiz
San Miguel del Faique,231800,161361,2008,2,NPS,70439,maiz
Sondor,61971,40480,2008,2,D1,21491,maiz
Sondorillo,3382,1884,2008,2,D0,1498,maiz
Ayabaca,46528,21588,2008,2,D0,24940,maiz
Frías,67848,61279,2008,2,NPS,6569,maiz
Jililí,107946,107134,2008,2,NPS,812,maiz
Lagunas,370552,283783,2008,2,NPS,86769,maiz
Montero,162694,153076,2008,2,NPS,9618,maiz
Pacaipampa,306491,217151,2008,2,D1,89340,maiz
El Arenal,16060,6562,2008,2,D1,9498,maiz
El Arenal,167,104,2008,2,D1,63,maiz
Buenos Aires,15893,6458,2008,2,D1,9435,maiz
El Arenal,19920,32,2008,8,NPS,19888,maiz
Chalaco,289780,625,2008,8,D1,289155,maiz
Yamango,37542,10,2008,8,D1,37532,maiz
Ayabaca,49787,2806,2008,8,NPS,46981,maiz
Pacaipampa,243642,3475,2008,8,NPS,240167,maiz
Paita,48773,4100,2008,9,NPS,44673,maiz
El Arenal,25760,57,2008,9,NPS,25703,maiz
Tamarindo,595588,14169,2008,9,NPS,581419,maiz
Chalaco,290770,625,2008,9,NPS,290145,maiz
Santa Catalina de Mossa,371406,2874,2008,9,D1,368532,maiz
Yamango,38962,46,2008,9,NPS,38916,maiz
Canchaque,505835,9197,2008,9,NPS,496638,maiz
El Carmen de la Frontera,518120,5451,2008,9,NPS,512669,maiz
San Miguel del Faique,227610,675,2008,9,NPS,226935,maiz
Ayabaca,50019,9805,2008,9,NPS,40214,maiz
Lagunas,406408,200,2008,9,D0,406208,maiz
Pacaipampa,249430,4825,2008,9,NPS,244605,maiz
Paita,48773,5028,2008,10,NPS,43745,maiz
Colán,154738,2915,2008,10,NPS,151823,maiz
El Arenal,26420,5324,2008,10,NPS,21096,maiz
Tamarindo,595588,55885,2008,10,NPS,539703,maiz
Vichayal,185803,21783,2008,10,NPS,164020,maiz
Buenos Aires,171682,10305,2008,10,NPS,161377,maiz
Chalaco,295084,8785,2008,10,D0,286299,maiz
La Matanza,448960,48024,2008,10,NPS,400936,maiz
Morropón,176100,23239,2008,10,NPS,152861,maiz
Salitral,565710,70,2008,10,NPS,565640,maiz
San Juan de Bigotes,459139,4164,2008,10,D0,454975,maiz
Santa Catalina de Mossa,371406,13786,2008,10,D1,357620,maiz
Yamango,38962,46,2008,10,NPS,38916,maiz
Huancabamba,7729,50,2008,10,NPS,7679,maiz
Canchaque,516608,65696,2008,10,NPS,450912,maiz
El Carmen de la Frontera,517891,26295,2008,10,NPS,491596,maiz
Lalaquiz,61665,4510,2008,10,NPS,57155,maiz
San Miguel del Faique,231998,54930,2008,10,NPS,177068,maiz
Ayabaca,50019,30093,2008,10,D0,19926,maiz
Frías,65447,1220,2008,10,NPS,64227,maiz
Jililí,101722,7175,2008,10,D1,94547,maiz
Lagunas,406918,30063,2008,10,NPS,376855,maiz
Montero,158788,168,2008,10,NPS,158620,maiz
Pacaipampa,249430,42114,2008,10,NPS,207316,maiz
El Arenal,13980,123,2008,10,NPS,13857,maiz
Paita,48799,39593,2008,11,NPS,9206,maiz
Colán,154738,11220,2008,11,D0,143518,maiz
El Arenal,26420,15033,2008,11,NPS,11387,maiz
La Huaca,10465,6110,2008,11,D0,4355,maiz
Tamarindo,595588,122384,2008,11,NPS,473204,maiz
Vichayal,185803,102678,2008,11,NPS,83125,maiz
Chulucanas,6069,2661,2008,11,D1,3408,maiz
Buenos Aires,160630,63573,2008,11,NPS,97057,maiz
Chalaco,295102,59486,2008,11,D0,235616,maiz
La Matanza,448960,228155,2008,11,NPS,220805,maiz
Morropón,176100,101159,2008,11,NPS,74941,maiz
Salitral,566062,87453,2008,11,D0,478609,maiz
San Juan de Bigotes,457489,153119,2008,11,D1,304370,maiz
Santa Catalina de Mossa,371406,47556,2008,11,D1,323850,maiz
Santo Domingo,25401,5801,2008,11,D0,19600,maiz
Yamango,38962,3875,2008,11,D0,35087,maiz
Huancabamba,7729,4769,2008,11,NPS,2960,maiz
Canchaque,516608,250943,2008,11,NPS,265665,maiz
El Carmen de la Frontera,517891,188043,2008,11,NPS,329848,maiz
Huarmaca,89944,23508,2008,11,NPS,66436,maiz
Lalaquiz,61665,5825,2008,11,NPS,55840,maiz
San Miguel del Faique,231998,116607,2008,11,NPS,115391,maiz
Sondor,62868,15200,2008,11,NPS,47668,maiz
Sondorillo,2429,457,2008,11,NPS,1972,maiz
Ayabaca,50019,34604,2008,11,D0,15415,maiz
Frías,65507,31214,2008,11,NPS,34293,maiz
Jililí,101722,47486,2008,11,D1,54236,maiz
Lagunas,406924,137346,2008,11,NPS,269578,maiz
Montero,158788,288,2008,11,D0,158500,maiz
Pacaipampa,249430,139834,2008,11,NPS,109596,maiz
El Arenal,13980,4545,2008,11,NPS,9435,maiz
El Arenal,123,123,2008,11,NPS,0,maiz
Buenos Aires,13857,4422,2008,11,NPS,9435,maiz
Paita,48110,46495,2009,1,NPS,1615,maiz
Colán,154753,48239,2009,1,D1,106514,maiz
El Arenal,26420,15123,2009,1,D0,11297,maiz
La Huaca,10465,10465,2009,1,D0,0,maiz
Tamarindo,595588,488453,2009,1,D0,107135,maiz
Vichayal,185803,117301,2009,1,NPS,68502,maiz
Chulucanas,6069,6069,2009,1,D2,0,maiz
Buenos Aires,160630,132174,2009,1,NPS,28456,maiz
Chalaco,295102,242424,2009,1,D0,52678,maiz
La Matanza,448960,440524,2009,1,NPS,8436,maiz
Morropón,176100,168161,2009,1,NPS,7939,maiz
Salitral,566062,518322,2009,1,NPS,47740,maiz
San Juan de Bigotes,456244,447739,2009,1,D1,8505,maiz
Santa Catalina de Mossa,371406,328445,2009,1,D1,42961,maiz
Santo Domingo,25401,19294,2009,1,D0,6107,maiz
Yamango,38962,35703,2009,1,D0,3259,maiz
Huancabamba,7729,7529,2009,1,NPS,200,maiz
Canchaque,516614,472268,2009,1,NPS,44346,maiz
El Carmen de la Frontera,524692,474980,2009,1,NPS,49712,maiz
Huarmaca,89944,80646,2009,1,NPS,9298,maiz
Lalaquiz,61665,6230,2009,1,NPS,55435,maiz
San Miguel del Faique,231998,177123,2009,1,NPS,54875,maiz
Sondor,62868,44577,2009,1,D0,18291,maiz
Sondorillo,2435,1760,2009,1,D0,675,maiz
Ayabaca,50019,36812,2009,1,D1,13207,maiz
Frías,65607,60773,2009,1,NPS,4834,maiz
Jililí,101722,90424,2009,1,D1,11298,maiz
Lagunas,406924,272762,2009,1,D0,134162,maiz
Montero,158788,25885,2009,1,D1,132903,maiz
Pacaipampa,249430,233577,2009,1,NPS,15853,maiz
El Arenal,13980,13130,2009,1,D0,850,maiz
El Arenal,123,123,2009,1,D0,0,maiz
Buenos Aires,13857,13007,2009,1,NPS,850,maiz
Paita,48110,46495,2009,2,NPS,1615,maiz
Colán,154853,95794,2009,2,D1,59059,maiz
El Arenal,26420,15123,2009,2,D0,11297,maiz
La Huaca,10465,10465,2009,2,D0,0,maiz
Tamarindo,595588,554228,2009,2,D0,41360,maiz
Vichayal,185803,117301,2009,2,NPS,68502,maiz
Chulucanas,6069,6069,2009,2,D2,0,maiz
Buenos Aires,160630,132174,2009,2,NPS,28456,maiz
Chalaco,295102,255958,2009,2,D0,39144,maiz
La Matanza,450640,442311,2009,2,NPS,8329,maiz
Morropón,176100,168161,2009,2,NPS,7939,maiz
Salitral,566062,536705,2009,2,NPS,29357,maiz
San Juan de Bigotes,457819,455529,2009,2,D1,2290,maiz
Santa Catalina de Mossa,371406,357635,2009,2,D1,13771,maiz
Santo Domingo,25401,19294,2009,2,D0,6107,maiz
Yamango,38962,36637,2009,2,D0,2325,maiz
Huancabamba,7729,7529,2009,2,NPS,200,maiz
Canchaque,516614,509496,2009,2,NPS,7118,maiz
El Carmen de la Frontera,524692,484879,2009,2,NPS,39813,maiz
Huarmaca,89944,88930,2009,2,NPS,1014,maiz
Lalaquiz,61665,6230,2009,2,D0,55435,maiz
San Miguel del Faique,231998,177243,2009,2,NPS,54755,maiz
Sondor,62868,44580,2009,2,D0,18288,maiz
Sondorillo,2435,2232,2009,2,D0,203,maiz
Ayabaca,50019,36812,2009,2,D1,13207,maiz
Frías,65607,60773,2009,2,NPS,4834,maiz
Jililí,101722,97524,2009,2,D1,4198,maiz
Lagunas,406924,323328,2009,2,D0,83596,maiz
Montero,158788,27631,2009,2,D1,131157,maiz
Pacaipampa,249430,233577,2009,2,NPS,15853,maiz
El Arenal,13980,13130,2009,2,D0,850,maiz
El Arenal,123,123,2009,2,D0,0,maiz
Buenos Aires,13857,13007,2009,2,NPS,850,maiz
Lagunas,333561,2559,2009,7,D0,331002,maiz
La Huaca,10243,30,2009,8,D1,10213,maiz
Tamarindo,580588,520,2009,8,D1,580068,maiz
Ayabaca,46618,1070,2009,8,D2,45548,maiz
Lagunas,381546,2559,2009,8,D1,378987,maiz
El Arenal,22696,303,2009,9,D2,22393,maiz
La Huaca,10393,30,2009,9,D2,10363,maiz
Tamarindo,570588,6030,2009,9,D2,564558,maiz
Morropón,170924,2240,2009,9,NPS,168684,maiz
Canchaque,518320,3000,2009,9,NPS,515320,maiz
Lalaquiz,67038,4950,2009,9,D2,62088,maiz
Ayabaca,46618,7486,2009,9,D3,39132,maiz
Lagunas,389160,2765,2009,9,NPS,386395,maiz
El Arenal,22696,3766,2009,10,NPS,18930,maiz
La Huaca,10393,30,2009,10,D1,10363,maiz
Tamarindo,570037,50140,2009,10,D2,519897,maiz
Vichayal,118128,17636,2009,10,NPS,100492,maiz
Buenos Aires,159768,18821,2009,10,NPS,140947,maiz
Chalaco,276560,3000,2009,10,D1,273560,maiz
La Matanza,442012,57979,2009,10,NPS,384033,maiz
Morropón,170924,12956,2009,10,NPS,157968,maiz
Salitral,563368,195,2009,10,D1,563173,maiz
San Juan de Bigotes,466484,5305,2009,10,D1,461179,maiz
Santa Catalina de Mossa,375720,7409,2009,10,D2,368311,maiz
Santo Domingo,25624,8,2009,10,D1,25616,maiz
Yamango,42794,1410,2009,10,D1,41384,maiz
Canchaque,522328,69805,2009,10,NPS,452523,maiz
El Carmen de la Frontera,525134,31244,2009,10,NPS,493890,maiz
Lalaquiz,67038,14814,2009,10,D2,52224,maiz
San Miguel del Faique,168582,5531,2009,10,NPS,163051,maiz
Sondor,57919,950,2009,10,NPS,56969,maiz
Sondorillo,1990,360,2009,10,NPS,1630,maiz
Ayabaca,46744,25378,2009,10,D3,21366,maiz
Lagunas,389200,34007,2009,10,NPS,355193,maiz
Montero,149733,2673,2009,10,D3,147060,maiz
Pacaipampa,248628,27350,2009,10,NPS,221278,maiz
El Arenal,11754,398,2009,10,NPS,11356,maiz
Colán,150649,3029,2009,11,D2,147620,maiz
El Arenal,22696,8254,2009,11,D1,14442,maiz
La Huaca,10393,7781,2009,11,D1,2612,maiz
Tamarindo,570037,150726,2009,11,D2,419311,maiz
Vichayal,118190,86440,2009,11,NPS,31750,maiz
Chulucanas,5881,2621,2009,11,D1,3260,maiz
Buenos Aires,149917,75324,2009,11,NPS,74593,maiz
Chalaco,276560,24690,2009,11,D1,251870,maiz
La Matanza,442012,180616,2009,11,NPS,261396,maiz
Morropón,170924,76000,2009,11,NPS,94924,maiz
Salitral,563368,73003,2009,11,D1,490365,maiz
San Juan de Bigotes,466843,80523,2009,11,D1,386320,maiz
Santa Catalina de Mossa,375720,55893,2009,11,D2,319827,maiz
Santo Domingo,25624,15123,2009,11,D0,10501,maiz
Yamango,42798,8760,2009,11,D1,34038,maiz
Huancabamba,6700,4425,2009,11,NPS,2275,maiz
Canchaque,522328,218530,2009,11,NPS,303798,maiz
El Carmen de la Frontera,525134,97175,2009,11,D0,427959,maiz
Huarmaca,90361,6093,2009,11,NPS,84268,maiz
Lalaquiz,67038,19235,2009,11,D0,47803,maiz
San Miguel del Faique,168582,21158,2009,11,NPS,147424,maiz
Sondor,57919,1900,2009,11,NPS,56019,maiz
Sondorillo,1990,430,2009,11,D0,1560,maiz
Ayabaca,46744,36079,2009,11,D3,10665,maiz
Frías,52534,4192,2009,11,D0,48342,maiz
Jililí,99205,28990,2009,11,D0,70215,maiz
Lagunas,390064,123716,2009,11,NPS,266348,maiz
Montero,149733,13621,2009,11,D3,136112,maiz
Pacaipampa,248628,48717,2009,11,NPS,199911,maiz
El Arenal,11754,5507,2009,11,D1,6247,maiz
Paita,34734,2591,2010,1,NPS,32143,maiz
Colán,150654,87230,2010,1,D2,63424,maiz
El Arenal,22696,8410,2010,1,D0,14286,maiz
La Huaca,10393,9631,2010,1,D1,762,maiz
Tamarindo,573517,430083,2010,1,D2,143434,maiz
Vichayal,118190,113533,2010,1,NPS,4657,maiz
Chulucanas,5881,5881,2010,1,D0,0,maiz
Buenos Aires,149917,138124,2010,1,NPS,11793,maiz
Chalaco,276560,74548,2010,1,D1,202012,maiz
La Matanza,442012,416335,2010,1,NPS,25677,maiz
Morropón,170924,97680,2010,1,NPS,73244,maiz
Salitral,563368,430163,2010,1,D2,133205,maiz
San Juan de Bigotes,466843,423642,2010,1,D0,43201,maiz
Santa Catalina de Mossa,375780,253302,2010,1,D1,122478,maiz
Santo Domingo,25624,21812,2010,1,D0,3812,maiz
Yamango,43394,39146,2010,1,NPS,4248,maiz
Huancabamba,6700,4913,2010,1,NPS,1787,maiz
Canchaque,522328,359954,2010,1,NPS,162374,maiz
El Carmen de la Frontera,525134,223404,2010,1,NPS,301730,maiz
Huarmaca,90361,51542,2010,1,NPS,38819,maiz
Lalaquiz,67485,42994,2010,1,D0,24491,maiz
San Miguel del Faique,168582,36591,2010,1,NPS,131991,maiz
Sondor,57919,16780,2010,1,NPS,41139,maiz
Sondorillo,1994,1715,2010,1,D0,279,maiz
Ayabaca,46744,42204,2010,1,D3,4540,maiz
Frías,52535,15963,2010,1,NPS,36572,maiz
Jililí,99205,97635,2010,1,NPS,1570,maiz
Lagunas,390527,290562,2010,1,NPS,99965,maiz
Montero,149720,38550,2010,1,D3,111170,maiz
Pacaipampa,248628,130244,2010,1,NPS,118384,maiz
El Arenal,11754,7418,2010,1,D0,4336,maiz
Paita,34734,2591,2010,2,NPS,32143,maiz
Colán,150654,127413,2010,2,D2,23241,maiz
El Arenal,22696,8410,2010,2,NPS,14286,maiz
La Huaca,10393,9631,2010,2,NPS,762,maiz
Tamarindo,574327,546941,2010,2,D3,27386,maiz
Vichayal,118193,113536,2010,2,NPS,4657,maiz
Chulucanas,5881,5881,2010,2,D0,0,maiz
Buenos Aires,149917,138124,2010,2,NPS,11793,maiz
Chalaco,276560,74548,2010,2,NPS,202012,maiz
La Matanza,442012,423698,2010,2,NPS,18314,maiz
Morropón,170924,97680,2010,2,NPS,73244,maiz
Salitral,563368,484204,2010,2,NPS,79164,maiz
San Juan de Bigotes,466843,440947,2010,2,NPS,25896,maiz
Santa Catalina de Mossa,375780,269348,2010,2,NPS,106432,maiz
Santo Domingo,25624,25216,2010,2,D0,408,maiz
Yamango,43394,40148,2010,2,NPS,3246,maiz
Huancabamba,6700,6250,2010,2,NPS,450,maiz
Canchaque,522328,382700,2010,2,NPS,139628,maiz
El Carmen de la Frontera,525134,231979,2010,2,NPS,293155,maiz
Huarmaca,90361,53993,2010,2,NPS,36368,maiz
Lalaquiz,67485,64373,2010,2,D1,3112,maiz
San Miguel del Faique,168582,38659,2010,2,NPS,129923,maiz
Sondor,57919,16947,2010,2,NPS,40972,maiz
Sondorillo,1994,1715,2010,2,NPS,279,maiz
Ayabaca,46744,42776,2010,2,D3,3968,maiz
Frías,52535,18737,2010,2,NPS,33798,maiz
Jililí,99205,99205,2010,2,NPS,0,maiz
Lagunas,390527,330478,2010,2,NPS,60049,maiz
Montero,149733,80590,2010,2,D3,69143,maiz
Pacaipampa,248628,132092,2010,2,NPS,116536,maiz
El Arenal,11754,7418,2010,2,NPS,4336,maiz
Tamarindo,542429,930,2010,7,NPS,541499,maiz
El Arenal,25810,123,2010,8,NPS,25687,maiz
Tamarindo,567483,1695,2010,8,NPS,565788,maiz
Ayabaca,41715,3205,2010,8,NPS,38510,maiz
El Arenal,26952,393,2010,9,NPS,26559,maiz
Tamarindo,580555,16340,2010,9,NPS,564215,maiz
Morropón,170398,6624,2010,9,NPS,163774,maiz
Salitral,563339,126,2010,9,NPS,563213,maiz
Canchaque,515613,1955,2010,9,NPS,513658,maiz
El Carmen de la Frontera,516522,5250,2010,9,NPS,511272,maiz
Lalaquiz,64580,447,2010,9,NPS,64133,maiz
Ayabaca,47068,6445,2010,9,NPS,40623,maiz
Lagunas,384804,3999,2010,9,NPS,380805,maiz
Pacaipampa,241902,664,2010,9,NPS,241238,maiz
Colán,147472,1259,2010,10,NPS,146213,maiz
El Arenal,27620,13633,2010,10,NPS,13987,maiz
Tamarindo,587615,76079,2010,10,NPS,511536,maiz
Vichayal,156779,39361,2010,10,D0,117418,maiz
Buenos Aires,160948,7291,2010,10,NPS,153657,maiz
Chalaco,283843,4318,2010,10,NPS,279525,maiz
La Matanza,442356,59123,2010,10,NPS,383233,maiz
Morropón,170398,17100,2010,10,NPS,153298,maiz
Salitral,564251,51055,2010,10,NPS,513196,maiz
San Juan de Bigotes,462362,200,2010,10,NPS,462162,maiz
Santa Catalina de Mossa,376866,23812,2010,10,NPS,353054,maiz
Yamango,36373,137,2010,10,NPS,36236,maiz
Huancabamba,3613,25,2010,10,NPS,3588,maiz
Canchaque,515613,46496,2010,10,NPS,469117,maiz
El Carmen de la Frontera,516522,34813,2010,10,NPS,481709,maiz
Lalaquiz,64580,12872,2010,10,D0,51708,maiz
San Miguel del Faique,236525,31050,2010,10,NPS,205475,maiz
Ayabaca,47068,13968,2010,10,NPS,33100,maiz
Frías,54667,16503,2010,10,NPS,38164,maiz
Jililí,105767,10252,2010,10,NPS,95515,maiz
Lagunas,385003,53714,2010,10,NPS,331289,maiz
Montero,144249,15695,2010,10,NPS,128554,maiz
Pacaipampa,241902,10326,2010,10,NPS,231576,maiz
El Arenal,12047,74,2010,10,NPS,11973,maiz
Paita,44774,12811,2010,11,NPS,31963,maiz
Amotape,57,57,2010,11,NPS,0,maiz
Colán,147472,19508,2010,11,NPS,127964,maiz
El Arenal,28528,22944,2010,11,D2,5584,maiz
La Huaca,9294,4212,2010,11,D0,5082,maiz
Tamarindo,587615,178185,2010,11,NPS,409430,maiz
Vichayal,156779,147076,2010,11,NPS,9703,maiz
Chulucanas,5647,2607,2010,11,NPS,3040,maiz
Buenos Aires,160581,78612,2010,11,NPS,81969,maiz
Chalaco,283843,68938,2010,11,NPS,214905,maiz
La Matanza,442364,213548,2010,11,NPS,228816,maiz
Morropón,170478,117391,2010,11,NPS,53087,maiz
Salitral,564251,134736,2010,11,NPS,429515,maiz
San Juan de Bigotes,462362,125628,2010,11,NPS,336734,maiz
Santa Catalina de Mossa,376866,87871,2010,11,NPS,288995,maiz
Santo Domingo,26709,14439,2010,11,NPS,12270,maiz
Yamango,36453,6249,2010,11,NPS,30204,maiz
Huancabamba,17617,15628,2010,11,NPS,1989,maiz
Canchaque,515613,263269,2010,11,NPS,252344,maiz
El Carmen de la Frontera,516522,196098,2010,11,NPS,320424,maiz
Huarmaca,93202,17091,2010,11,NPS,76111,maiz
Lalaquiz,64580,30864,2010,11,NPS,33716,maiz
San Miguel del Faique,236525,85318,2010,11,NPS,151207,maiz
Sondor,34196,18464,2010,11,D0,15732,maiz
Sondorillo,4119,8,2010,11,NPS,4111,maiz
Ayabaca,48133,24249,2010,11,NPS,23884,maiz
Frías,54669,25148,2010,11,NPS,29521,maiz
Jililí,103886,33971,2010,11,NPS,69915,maiz
Lagunas,385125,166823,2010,11,NPS,218302,maiz
Montero,144249,32665,2010,11,D0,111584,maiz
Pacaipampa,241902,104172,2010,11,NPS,137730,maiz
El Arenal,12047,3133,2010,11,D2,8914,maiz
Paita,39361,12833,2011,1,NPS,26528,maiz
Amotape,57,57,2011,1,NPS,0,maiz
Colán,148460,126244,2011,1,NPS,22216,maiz
El Arenal,28528,28038,2011,1,D0,490,maiz
La Huaca,9294,9293,2011,1,D0,1,maiz
Tamarindo,587617,487768,2011,1,NPS,99849,maiz
Vichayal,156779,152678,2011,1,D0,4101,maiz
Chulucanas,5647,5497,2011,1,NPS,150,maiz
Buenos Aires,160581,142639,2011,1,NPS,17942,maiz
Chalaco,283843,179815,2011,1,D0,104028,maiz
La Matanza,442364,400144,2011,1,NPS,42220,maiz
Morropón,170478,137246,2011,1,NPS,33232,maiz
Salitral,564251,488755,2011,1,D0,75496,maiz
San Juan de Bigotes,462362,413512,2011,1,NPS,48850,maiz
Santa Catalina de Mossa,376866,318123,2011,1,D0,58743,maiz
Santo Domingo,26709,24983,2011,1,NPS,1726,maiz
Yamango,36453,29954,2011,1,D0,6499,maiz
Huancabamba,21801,20791,2011,1,NPS,1010,maiz
Canchaque,515613,433193,2011,1,NPS,82420,maiz
El Carmen de la Frontera,516522,461362,2011,1,NPS,55160,maiz
Huarmaca,93922,75851,2011,1,NPS,18071,maiz
Lalaquiz,64580,53790,2011,1,NPS,10790,maiz
San Miguel del Faique,236525,127902,2011,1,NPS,108623,maiz
Sondor,34246,26680,2011,1,D0,7566,maiz
Sondorillo,4119,290,2011,1,D0,3829,maiz
Ayabaca,48133,31602,2011,1,NPS,16531,maiz
Frías,54669,42187,2011,1,NPS,12482,maiz
Jililí,103886,103359,2011,1,NPS,527,maiz
Lagunas,385125,279265,2011,1,NPS,105860,maiz
Montero,144249,118360,2011,1,NPS,25889,maiz
Pacaipampa,241902,147881,2011,1,NPS,94021,maiz
El Arenal,12047,4406,2011,1,D0,7641,maiz
Paita,39361,12833,2011,2,NPS,26528,maiz
Amotape,57,57,2011,2,NPS,0,maiz
Colán,148460,137180,2011,2,D0,11280,maiz
